name;id;popularity;embedding
Karen Harding;1QOHbhVRpDoNtRkz79si6b;61;"[-0.5395289  -0.43091437  2.0044334   1.2908115   0.28782332 -0.20608103
  1.3123477   0.3909769  -0.67050385 -0.629946   -1.7353607   0.910614
  0.4270666   1.6118258  -1.3502283  -0.36112595]"
Kase.O;7GmXwGXJSsmWTkCyk5Twux;61;"[ 0.17543854  0.12563744  0.23612101  0.18907356  0.5127593   0.38160753
  1.0861928   0.2594001   0.0585672  -0.01016667  0.06103827 -0.5403456
 -0.17559415 -0.54072213 -0.13242362  0.22208378]"
Katie Melua;5uCXJWo3WoXgqv3T1RlAbh;61;"[ 0.59874064  0.04701167 -0.25960937 -0.00734795  0.66877335  0.78549457
 -0.10986652  0.21718568  0.17652573  0.03493838 -0.25453207 -0.42699632
 -0.0813745  -0.2538746   0.6672901   0.057411  ]"
Kavinsky;0UF7XLthtbSF2Eur7559oV;61;"[-0.07498896 -2.3172472   0.27785906 -0.40627798  1.5714176   1.2217935
 -0.6262079  -0.25873712 -0.30962932  0.13868997 -0.8875238  -0.25613597
 -1.8324832   1.9202982  -1.4723752   1.0482928 ]"
KESI;2d7AMvzFwh5wUTuqQl3BAE;61;"[ 0.06474761 -0.1004075   0.16551031  0.22593652  0.3026418   0.07629639
  0.6919221   0.33121195  0.13496913 -0.39182317 -0.1970139  -0.29826385
 -0.13382563 -0.23442073 -0.25897154  0.19595222]"
Kiiara;4u5smJBskI6Adzv08PuiUP;61;"[ 0.21707018 -2.099153    2.077091    1.0878056  -1.5699201  -1.5073125
  0.7149499  -0.88280475 -0.24899958 -0.10432097 -1.1577196   2.3704534
 -0.5232468   2.4155264  -0.76285315 -2.259864  ]"
Killstation;0zPILh9oEH0fDagpkHTQQ8;61;"[-0.18802835  0.02344713  0.12684064  0.11911312  0.0316552  -0.41314784
  0.4503054   0.30441996  0.34776786 -0.632978    0.30814508 -0.3766624
 -0.27778038 -0.2915802  -0.32371658  0.02258435]"
King Krule;4wyNyxs74Ux8UIDopNjIai;61;"[ 0.33055553 -3.5516946  -1.3598915  -0.3721751   1.1354399   3.1559658
 -0.18587658  0.5987399   0.74949765 -1.7072417  -0.97212297 -1.5665287
 -2.8297784  -0.25793472 -0.07917273  0.6501265 ]"
Kings of Convenience;41AbNVba2ccpmcc9QtOJE7;61;"[ 0.87809634 -2.2170134   0.22326735 -0.24149041  0.72105753  3.2159657
 -0.85160506  0.37487447  0.28181028  0.36556733 -1.42944    -1.2614465
 -1.3408713  -0.16757078  0.20116062  0.13769242]"
Klingande;1L9i6qZYIGQedgM9QLSyzb;61;"[ 0.68313324 -1.7009543   3.0119765   1.0596823   0.23577775  0.4989558
 -0.63977516  0.02085788 -0.7791048  -0.6573756  -3.0785804   1.6185495
 -0.49334994  2.2274196  -1.3173676   0.3195779 ]"
KREAM;0DdDnziut7wOo6cAYWVZC5;61;"[-1.9535693e-04 -1.6316878e+00  2.0885203e+00  1.7749342e+00
 -4.2967463e-01 -1.1539329e+00  1.7956340e+00  6.2002188e-01
 -1.0739182e+00 -1.3017789e+00 -1.2949651e+00  1.5704900e+00
 -7.4127488e-02  1.5224460e+00 -1.3323069e+00 -1.1433762e+00]"
Kwam.E;4H9W4cb3X0qRpv87yKV7fV;61;[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
L'Impératrice;4PwlsrN0t5mLN0C827cbEU;61;"[ 0.6929774  -1.0076057  -0.4586719   0.04252455  0.5374607   0.721465
  0.52647394  0.18813488  0.16283758 -0.32791325 -0.3711819  -0.46551803
 -0.73785895 -0.25624302 -0.06067424  0.39853555]"
La Delio Valdez;3tzacGOmngxUV8W8lU9h3Q;61;"[ 0.16356705 -0.06837753  0.16502583 -0.15834418  0.59284025  0.9424779
  0.90349996  0.32268143 -0.18281306  0.28070006  0.04832479 -0.52542484
 -0.1059576  -0.7479591   0.18443277  0.67361313]"
Larry Hernández;6djNDzSg08mnh2Ayoh6Ovn;61;"[-0.5901773   3.035329    1.6844269   1.7441266   1.1738734   0.599998
  5.6415615   0.20109357 -0.15653497 -1.4383967   2.2774389  -2.0567822
 -2.2839782  -3.883059    1.5793074   0.4919683 ]"
Las Pastillas del Abuelo;0D5U7oXEE4dut2DPyUDLca;61;"[ 0.39360186  0.22255635  0.19940314  0.07196934  0.7489868   0.44083995
  1.1428407   0.32290962 -0.03480067  0.22540374  0.44703048 -0.72386724
 -0.07019471 -0.780355    0.01605912  0.77607524]"
Laura Branigan;4463nfFMmK1cwAWBQDwT5e;61;"[-0.4524035   1.6232128  -1.5023639  -1.4771413   1.0147668   2.2113996
  0.20536357  0.35039148 -0.10965777 -1.0194521  -0.3662839   0.5377728
  0.6143185   0.91854584  1.6532778   1.8417066 ]"
Lauren Bennett;2jLE4BoXHriQ96JagEtiDP;61;"[ 0.00364956 -0.11567719  0.22316687  0.03367861  0.25271654 -0.11224349
  0.81962615  0.0966159  -0.16603573 -0.00377752 -0.36232165 -0.15439093
  0.04686813 -0.09506932  0.04433776 -0.37775192]"
Lenine;4YLBdrR3DVSMncm785NH6C;61;"[ 0.3078955   0.13290137 -0.01478344 -0.06778508  0.6859723   1.2574914
  1.0499463   0.4763648   0.18452834 -0.01404405 -0.07635832 -0.80204517
 -0.15942788 -1.0893456   0.39620277  0.6964736 ]"
Ligabue;7H8ZC8uHJMPZGLMApRRNIz;61;"[ 0.4423517   0.25136808  0.15166457  0.09910183  0.6258742   0.7239101
  0.7821269   0.21177417  0.03540202  0.26645756 -0.05612908 -0.49217325
 -0.00974645 -0.6484033   0.16269165  0.34343594]"
Lime Cordiale;6yrtCy4XJHXM6tczo4RlTs;61;"[ 0.67284226 -0.6989411   0.1741112   0.19188334  0.25235608  0.8248733
  0.10351592  0.20816866 -0.05558672  0.24497132 -0.3132259  -0.3959902
 -0.22189562 -0.28322122 -0.2204058  -0.49392942]"
littleONES;2p8rLc4EurmlEyJq770JPl;61;[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Lorna Shore;6vXYoy8ouRVib302zxaxFF;61;"[ 0.3224616  -0.03104359 -0.36124414  0.31662163  1.0496986  -0.07330567
  0.27965173  0.30781716  0.25243777  0.10667735  0.72536504 -0.28693768
 -0.4663141   0.07120582  0.02785236  0.13833575]"
Lorne Balfe;6dU7gPN2BhEPfO5QHLt7es;61;"[ 0.3545604   0.42321584 -0.37199807  0.777306    1.4812294   1.0118425
  0.4824879   0.2424566   0.40826243 -0.134425   -0.4827032  -0.60999346
 -0.15744825 -0.58297765  0.6010958  -0.18660648]"
Los Buitres De Culiacan Sinaloa;535ap2f16rTOKTMPTkvbGB;61;"[-0.73212665  2.0065644   1.356144    1.1147413   1.1249467   0.1284366
  4.7489057   0.29360655 -0.16919713 -0.880584    2.2981799  -2.0183663
 -1.9348347  -2.8946626   0.9041428   0.51995265]"
Los Hermanos Mier;4CmvufvOxKSZA2tHoNqotv;61;"[-0.00223449  0.8004272   0.41326463  0.19079897  0.6947008   0.3511861
  1.61502     0.04888566 -0.21187179  0.3746915   0.6497634  -0.8912545
 -0.14221577 -1.1940022   0.30999923  0.5052827 ]"
Los Mier;2B8mbONjmLnXk4wpqF5UPQ;61;"[-0.09614628  1.1930479   0.6818432   0.13430694  0.4896151   0.4426828
  2.2616966   0.19124122 -0.12734932  0.2137898   0.7707964  -0.9196788
 -0.15211488 -1.5329443   0.33364734  0.5647712 ]"
Los Piojos;0SnyKkoyBaB2fG8IJH4xmU;61;"[ 0.05100876  0.33292952  0.35696825 -0.02470516  0.62695444  0.68712765
  1.5255995   0.5559185  -0.03808827  0.17842329  0.49784517 -0.661794
 -0.03442803 -0.9604359   0.04227589  0.645157  ]"
Los Socios Del Ritmo;7bzt5lHL6bzLO3c9mkxNMW;61;"[-0.30548912  1.9629258   1.5633363   0.19234684  0.5998169   0.8005034
  4.3436503   0.6065722  -0.5337389   0.40432903  1.2951391  -1.6918919
 -0.01663939 -3.0449579   0.3192029   1.4208603 ]"
Los Yaguaru;1CajkwEgJac9j9alNJJxTQ;61;"[-0.19108805  0.7790941   0.65549016  0.05241302  0.9579933   0.54620475
  2.4450548   0.36476052 -0.16371745  0.03899869  0.7021533  -1.0952128
 -0.18244676 -1.6388165  -0.05830859  1.1115956 ]"
Lucio Dalla;25MkkfEousyfp2eyh38FUl;61;"[ 0.35748145  0.08022274 -0.19067055  0.16073683  0.8702609   0.8891458
  0.45343488  0.2735125   0.3209143  -0.06321514 -0.22927706 -0.5691925
 -0.12428229 -0.4890069   0.5255887   0.2008024 ]"
Luigi 21 Plus;77GVmrLGuxNEvj2ibvT62v;61;"[ 0.16565366  0.29496744  1.2453588  -0.37686795  0.31902272  0.6657473
  3.2016566   1.4746305  -0.24769449  1.2665809   0.8957437  -1.0667114
  1.198547   -2.296437   -1.3391498   1.6344634 ]"
Luis Enrique;2mUI4K6csTQd3jieswcmiI;61;"[-0.33683202  1.5422028   2.7369561  -1.4307597   0.44253013  1.5370164
  5.045203    0.41271156 -0.8656038   2.624403    0.9768932  -2.1026506
  1.6106746  -3.1564825  -0.35786414  2.704696  ]"
Madeleine Peyroux;7nXyULtoL8k7wP9l6kg8Ef;61;"[ 5.9903419e-01  1.2363552e-01 -5.4726136e-01 -5.1698524e-01
  8.9342463e-01  2.3599958e+00 -4.8418701e-01  2.2894135e-02
  3.8508800e-01  1.1418966e-04 -1.1257454e+00 -5.1620156e-01
 -6.1738896e-01 -8.0315471e-01  1.4882522e+00  4.9099773e-02]"
Madness;4AYkFtEBnNnGuoo8HaHErd;61;"[-0.7763348   1.8445052  -2.496809   -2.7461033   0.917645    3.4353654
 -0.3064737   0.38090152  0.7694499  -1.56303    -0.6452974   1.2307578
  1.8244479   1.30656     2.546972    2.0979366 ]"
Mallrat;4OSArit7O2Jaj4mgf3YN7A;61;"[ 0.5259303  -1.3759978   0.22555056  0.23924206  0.26138836  0.95330936
  0.5006486   0.00974072  0.16769277 -0.41374692 -0.5501564  -0.12706794
 -0.6188373   0.05892505 -0.5419219  -0.22180298]"
Mankirt Aulakh;3uHUKCspaCzAab9A3LlGAr;61;"[ 0.48613325  0.37046343 -0.35532802  1.0943303   2.034339   -0.17377995
  1.6622771   0.86767477 -0.64202    -1.6069472  -0.8202287  -1.1458528
  0.20578647 -1.4545629  -0.40546298  0.3926623 ]"
Marama;4GepMkTgrIZECoCC55vqjW;61;"[ 0.02890102  0.32698628  1.0950838  -0.12411914  0.18628947  0.54309535
  2.3984098   0.54743266 -0.15595779  0.616419    0.22823477 -0.6738135
  0.7015266  -1.3143178  -0.37913007  1.2577918 ]"
Marc Benjamin;05KjvP5zdwtEIgEazqblZw;61;"[ 0.1557827   0.21113655  0.4232811   0.28312683  0.41680723  0.04963243
  0.7451607   0.09004731 -0.12212247 -0.0769041  -0.44578984 -0.26697844
  0.09355874  0.02372531 -0.15076987  0.02166512]"
Marc E. Bassy;3tQx1LPXbsYjE9VwN1Peaa;61;"[ 7.8514032e-02 -2.1006641e+00  1.6003358e+00  4.9212763e-01
 -2.7774339e+00 -2.7506566e+00 -3.1283572e-01 -1.6135273e-03
  7.2909892e-01 -9.4627512e-01 -4.7743833e-01  1.7000430e+00
  1.5552996e-01  1.4282401e+00 -1.4283204e-01 -2.5475771e+00]"
Marteria;3nDNDLcZuSto4k9u4AbcLB;61;"[ 0.34137    -0.067986   -0.10257435  0.16141571  0.5348731   0.13613455
  0.5226692   0.27055284  0.10363151 -0.12746519  0.11762531 -0.23059322
 -0.1451241  -0.06141457  0.00565097  0.22209692]"
Marty Robbins;0Xi59sEw38vRvwleSAVqoo;61;"[ 1.4090916   2.3144624  -0.8705898  -0.1701647   0.7864277   2.5616217
 -1.469582    0.39712116  0.13144483 -0.92448205 -0.16509762  0.3966214
 -1.070583   -1.2241251   0.84805614  0.365117  ]"
Matt Simons;1g0fXhQMHAxlRyIBkCbuE7;61;"[ 2.0485885  -2.351107    1.5072253   1.2435026  -0.8028488   0.40608135
 -0.09330305  0.73452616 -0.05212479  0.26321897 -1.3344556   0.8404901
  0.5338708   0.8120818  -0.22851437 -0.90933555]"
Mattafix;5KORW1YGiERJqfuYjXMCyz;61;"[ 0.3632519  -0.3067731  -0.12402476  0.09926811  0.64184856  0.38592255
  0.42000413  0.0935205   0.36712548 -0.23478162 -0.27806038 -0.36437395
 -0.481332   -0.14158967  0.0627904   0.42773005]"
Maurice Ravel;17hR0sYHpx7VYTMRfFUOmY;61;"[ 0.88543683 -0.2968028  -1.548298    1.3419187   3.467012    3.5489883
  0.86291134  0.4817093   1.4641612  -0.04001965 -1.3098129  -2.357195
 -1.2703036  -2.2763007   2.1235752  -0.43320557]"
Maverick Sabre;0ukgrNYk51TkMQr0f2Br4Q;61;"[ 0.71547604 -1.2052451   0.4150603   0.13174152  0.5259499   0.7947982
 -0.13205424  0.08316565  0.07629561  0.43384266 -0.9936779  -0.34060407
 -0.23160756  0.20106316  0.03814571 -0.47661248]"
Mayday Parade;3WfJ1OtrWI7RViX9DMyEGy;61;"[ 2.5182056  -1.216553   -1.415234    1.2852073   2.0999105  -1.7626264
 -0.7261619  -0.26911673  0.8458772   4.1755457   3.2944372   0.30007544
  0.5418168   1.8681633   0.8213394  -2.1235285 ]"
MC Eiht;4XqfpACObRB5AsBcUYjL8X;61;"[-0.83068794 -0.20714737  0.06650219 -0.5486415   0.8755861  -0.69286066
  0.65852785 -0.49684584  0.29115358 -1.1221787   0.49501604 -1.0582739
 -1.4761426  -0.1020126   0.20808388  1.2983053 ]"
Mc Th;0bg3fNpRQgZTCAg3Bseyly;61;"[ 0.1558555   0.45764086  0.63331556  0.25248235  0.34627384  0.5640966
  2.2902462   0.83439124  0.0447467  -0.0487077   0.26284987 -0.81991535
  0.44344753 -1.4772397  -0.20724016  0.7895422 ]"
Mc Zaac;76Xa625geVw0Q7BdyxNjA2;61;"[ 0.05224595  0.08929741  0.7257202   0.3208804   0.5847712   0.8375124
  2.4054983   0.7861925  -0.13928871  0.39147514 -0.02574938 -0.87343764
  0.3809279  -1.6024187  -0.04115415  0.7508156 ]"
Menahan Street Band;1PryMSya1JnSAlcwYawCxp;61;"[ 0.43953222 -0.6415872  -0.7737765  -0.38526598  1.0410357   1.4771289
 -0.18818381  0.14032279  0.29338935 -0.36760452 -0.5184672  -0.8494694
 -1.0542881  -0.6014139   0.60625625  0.48016724]"
Merve Özbey;74IYRdqa9EFKMMXUIjGyxM;61;"[ 0.26022542  0.37832573  0.27660728  0.1852704   0.43877122  0.5083939
  0.9621423   0.18812862 -0.07600185  0.07500256 -0.19913495 -0.39116186
  0.20303464 -0.4385624   0.15221918 -0.00572817]"
Michael Salvatori;7Ir0wjCeuhkHUyPAfNJi2X;61;"[ 0.14842053  0.27889523 -0.2754214   0.18556133  0.92351675  0.65569925
  0.5408108   0.20795476  0.09533638 -0.07364617 -0.12509343 -0.2598778
  0.03460809 -0.21390586  0.3853334  -0.07085622]"
Michael Sembello;771qBvjnXOH9Azr6lKy6FB;61;"[-1.1908065   2.0180566  -1.9463463  -2.2958896   0.97634685  2.7463453
  0.60051805  0.50440717 -0.05004231 -1.9750378  -0.35481843  0.9294081
  2.1817753   1.7347542   2.4861503   2.2177422 ]"
Mick Gordon;13ab1LgQZ3tQOhkDRRYB8Y;61;"[ 0.32338938  0.19446163 -0.2489352   0.19693692  0.7988182   0.33409688
  0.3384707   0.14231277  0.05036562  0.04367279  0.2611043  -0.11065225
 -0.12918194  0.1665633   0.14648795  0.13381492]"
Mick Jenkins;1FvjvACFvko2Z91IvDljrx;61;"[-1.0180587  -2.8964906  -0.20530394  0.1884     -0.9912466  -1.1847479
  0.17812428  0.72373176  1.7200046  -3.1839497   0.5568241  -1.7434915
 -2.536684   -0.30553097 -1.4908086   0.01278652]"
MO3;44JEJiBvti7NiEhAfzWstv;61;"[-0.2395416  -0.25223643 -0.03725767  0.06324296  0.15832338 -0.2993216
  0.44332433  0.43493265  0.3033961  -0.4563836   0.16723776 -0.3110106
 -0.4064803  -0.25940758 -0.3146886  -0.15839213]"
Modjo;0AkpPlFLnr0VQwZQeMGht0;61;"[ 0.07748973 -0.38534242  0.12366921  0.08876459  0.6621395   0.5063256
  0.7569706  -0.18759902 -0.1354432   0.02100836 -0.7380157  -0.29352182
 -0.26496997  0.10306261  0.17607161  0.15651731]"
Monchy & Alexandra;3rs3EOlJ8jyPpdGiQ9Mhub;61;"[-0.52014714  1.3191812   2.051841   -0.98363596  0.62182593  1.5406363
  4.7576075   0.62249607 -0.7874185   1.6799675   0.92874247 -1.9649878
  1.1212466  -3.3243146   0.07822895  2.3352194 ]"
Morcheeba;6bWxFw65IEJzBYjx3SxUXd;61;"[ 0.30603814 -0.86287695 -0.43359783 -0.202565    1.0121818   1.5131721
  0.22733429  0.39819878  0.21444897 -0.08270518 -0.6275885  -0.5359788
 -0.81608194  0.07761671  0.41092217  1.0183501 ]"
Mudvayne;2Pfv2w8a20xzC7Dr7QXRqM;61;"[ 1.0436614   1.2064863  -2.4707966   1.5627252   4.4513116  -1.4554974
 -0.53196025  0.5044428   1.1024067   1.3512975   4.2833667  -0.24639687
 -0.8231676   2.6347854   1.0183899   1.0305351 ]"
MUNA;6xdRb2GypJ7DqnWAI2mHGn;61;"[ 1.3031155  -2.169929    1.846943    1.7041571  -0.42979443  0.41216272
  0.78324413  0.27461818 -0.540603   -0.04873904 -2.2516108   0.9599822
  0.03184051  1.5482329  -1.40601    -0.90407455]"
My Darkest Days;64g59lHsc4g2jMFokrKDGW;61;"[ 1.3209807   1.6606194  -1.5797799   1.066401    3.2398582  -1.6065656
 -0.26414433  0.3433786   0.6559494   2.213266    3.7591882   0.03854594
  0.10148179  1.7219806   0.49322826  0.7522414 ]"
Natural White Noise Relaxation;5vAOhgLzO7xatvz91qVCRB;61;"[ 0.33149153  0.15078871  0.2914837   0.38997632  0.46395245  0.40933472
  0.6347987   0.18564028 -0.09442718  0.16327764 -0.39259598 -0.4006676
  0.20222719 -0.12434537 -0.07783534 -0.33366033]"
Naughty Boy;1bT7m67vi78r2oqvxrP3X5;61;"[-0.7074066  -0.85115373  1.5930412   0.33882457 -0.72170466 -1.1266341
  0.03941076 -0.7536468  -0.6266798   1.3030719  -1.7284125  -0.2920355
 -0.0131557   2.8222668  -0.8239164  -1.3243951 ]"
Neil Young;6v8FB84lnmJs434UJf2Mrm;61;"[ 1.0351923   0.4221224  -2.0720427  -1.5808465  -0.3085688   3.4959311
 -2.7653675   1.636856    0.06920318 -0.7340863  -0.39186338  1.3878921
 -2.549604    1.3699077   3.3668494   1.6930236 ]"
Nigga;4gaipGwvI72oJZVL2P0WJd;61;"[-0.18171519  1.0606872   1.3067342  -0.13790065  0.38915616  0.38052362
  3.2970335   0.484225   -0.33376753  1.1465002   0.81656927 -1.3934679
  0.55435544 -2.1963818  -0.263811    1.2364317 ]"
Nívea Soares;7FJXPSSrHgr0YDfeiQ63uk;61;"[ 0.11309689  0.8192408  -0.5726576   0.57742554  1.1187396   0.6419256
  1.0911622   0.2529268   0.9956259   0.25700742 -0.19197355 -0.19589251
  0.6873398  -1.414686   -0.156496   -0.892452  ]"
NO1-NOAH;5kmRNFOl1XO1JHS76Zoe7j;61;"[-0.08539277 -0.20709199 -0.00316165  0.19181204  0.17524695 -0.1258436
  0.7362676   0.46572876  0.34738338 -0.60627264  0.28434494 -0.21709703
 -0.30651236 -0.18039316 -0.32626632  0.12681411]"
nothing,nowhere.;7FngGIEGgN3Iwauw1MvO4P;61;"[ 0.31066445 -1.1150483   0.01908281  0.45230907  0.1276749   0.31841362
  0.41901216  0.3901301   0.54913443  0.06015303  0.06940569 -0.22452717
 -0.079716   -0.04087594 -0.15036586 -0.7896429 ]"
Obie Trice;2XnnxQzxFZG8qEPjakokPM;61;"[-1.2873244  -0.01880154  0.7158115  -0.62208444  0.55062234 -2.5774047
  0.46046683 -0.615347   -0.0714542  -1.0547497   1.0035685  -1.238723
 -1.3132517   0.31315878 -0.26586333  0.92665464]"
Of Mice & Men;4tususHNaR68xdgLstlGBA;61;"[ 1.7430311  -0.7109707  -2.1509755   2.7564385   3.701962   -1.3811616
  0.14907345  1.3041302   1.2678168   3.344879    5.142933    0.36798498
 -0.4417888   2.9736505   0.14433832 -0.7408588 ]"
Old Sea Brigade;6vUNwmljZAcn7tNtUoxG45;61;"[ 0.9841461  -0.8782853  -0.0798611   0.3272728   0.11239164  1.0529087
  0.13235527  0.4187226   0.4630126   0.39742917 -0.462566   -0.52641743
 -0.06519056 -0.38690054  0.3881897  -0.66114503]"
Olga Tanon;4pv1Jo4PbYI8LMADJoTWjE;61;"[-0.31807044  0.75075644  1.3381364  -0.6435642   0.61541367  0.38780734
  3.1900718   0.5433897  -0.57158375  1.1389271   0.7576652  -1.2535248
  0.7921488  -2.21038    -0.07281814  1.576192  ]"
Omarion;0f5nVCcR06GX8Qikz0COtT;61;"[-2.7475302  -0.2382133   0.9329198  -0.84714746 -1.9564687  -4.217799
  0.47790146 -1.8276966   1.1915365   0.53811765 -1.2050618   0.18008327
 -1.32605     1.1680472  -1.3008705  -2.0748014 ]"
Orchestral Manoeuvres In The Dark;7wJ9NwdRWtN92NunmXuwBk;61;"[-0.5120967   0.74484515 -1.8981882  -2.5783172   0.8924014   3.3691154
  0.36274227  0.49269083 -0.2319059  -1.9305583  -0.8632996   0.78516865
  1.6423016   0.904588    1.6734632   2.1648073 ]"
Otto Knows;5fahUm8t5c0GIdeTq0ZaG8;61;"[-0.14588822 -0.32745564  3.1600301   2.141099    1.7956505  -0.60999084
  0.9271108  -0.12634249 -1.4585736   0.01836058 -2.761249    1.3826995
 -0.04431609  3.0258489  -1.3473938   0.23215684]"
P. Susheela;0aFGod7DM6b3O5l1AmvFwK;61;"[ 0.54006094  0.48915735 -0.54025036  0.48091283  1.6655056   0.1292249
  0.81937575  0.57371783 -0.3081999  -0.8084571  -0.31803852 -0.7355678
 -0.14197029 -0.9874425   0.10562854  0.42224914]"
Pablo López;4uyqaioPEdClDxU6zvYlAZ;61;"[ 0.09023919  0.59199566  1.0514698   0.02006795  0.262028    0.45576128
  2.5365427   0.30779675 -0.2895775   0.8093921   0.30120328 -0.78430825
  0.5866461  -1.4427587  -0.10577372  0.97017795]"
Panama;3W9UldYu0xJcaOAw2SUTDI;61;"[ 0.7165182  -3.5116673   0.4516329   0.6056509   0.85549736  2.3416176
  0.1526419   0.27969098 -0.24355868 -0.24712902 -2.282073    0.5716352
 -1.6473379   1.0700779  -1.6631309  -0.4265506 ]"
Panchito Arredondo;1enyvmNKgt4BIIkVnt9FAV;61;"[-0.23757418  0.6553753   0.219602    0.3607073   0.22324868  0.05996817
  1.2515336  -0.02699973 -0.03820929 -0.29923066  0.7295797  -0.48998287
 -0.53904295 -1.0185621   0.3366258   0.5148316 ]"
Papon;2FPwX3Gh0w4Qr1v3zSTtcT;61;"[ 0.6968478   0.37310037 -0.51715183  1.2506205   3.035999   -0.03518749
  1.6839488   0.94577456 -0.8123403  -1.3886672  -1.3009236  -1.653786
  0.18624419 -1.8508518  -0.1051527   0.10669839]"
Paul Anka;7ceUfdWq2t5nbatS6ollHh;61;"[-0.389813    0.5562739  -0.87786466 -1.1207734   0.08399185  2.1643798
 -0.04396789  0.6016388   0.7550471  -1.4537182  -1.3035215   0.2768896
 -0.24368282 -0.78561604  2.2386067   0.82980967]"
Paul Wall;0k7Xl1pqI3tu8sSEjo5oEg;61;"[-2.1217213   0.03279116 -0.36434647 -0.89849627  0.42934018 -3.195154
  0.271764   -0.8669438   1.0692946  -1.0089115   0.6831676  -1.6898735
 -2.325951    0.11232303 -0.36764154  0.58224034]"
Pav Dharia;0j2LQCxHNcJdkuJRa8KEp5;61;"[ 0.63401747  0.36269316 -0.5256799   1.387802    2.6113913  -0.5208354
  1.9427798   1.1237545  -0.59014916 -1.8871768  -0.9919895  -1.5636729
  0.19019167 -1.9869423  -0.40949973  0.479324  ]"
Peabo Bryson;49iKbKGqgn8OESkW5WduX0;61;"[-0.30348513  1.8109785  -0.9433909  -0.93318135 -0.07250493  1.5886381
  0.6929322  -0.1190401   0.35721275  0.404517   -1.2403877  -0.5087238
  0.78756064 -0.7125383   2.7242663  -0.2392047 ]"
Pendulum;7MqnCTCAX6SsIYYdJCQj9B;61;"[-0.07604304  0.11193605  1.1697572   1.7868392   2.8104997   0.50305754
  0.94471407  0.4786907  -0.89662945  0.7832362  -1.0036662   0.25101587
 -0.36920342  2.857051   -1.0170497   1.1456641 ]"
Peter Cetera;5xWPOujQqd4wXyB08slZ9Z;61;"[-0.12830636  2.170509   -2.1862118  -1.2423474   0.68246657  2.9549363
  0.51882505  0.3200114   0.7469797  -1.2423003  -1.0222167   0.1726006
  0.9389951   0.01312562  2.9306302   1.2899125 ]"
Pharaoh;1F8usyx5PbYGWxf0bwdXwA;61;"[ 0.07112724 -0.14396949  0.312732    0.38949388  0.22370473  0.10631347
  0.39696348  0.31332353  0.36701313 -0.40286395 -0.0518101  -0.2734828
 -0.16513638 -0.14374818 -0.21160783 -0.16992125]"
Philip Glass;69lxxQvsfAIoQbB20bEPFC;61;"[ 0.91762936 -1.1566789  -1.7242302   1.4632452   2.944793    3.459935
  0.73370975  0.707514    1.2623378   0.18347985 -1.8284519  -2.020802
 -1.078929   -1.7575582   1.6648064  -0.98754907]"
Pino Daniele;2eFv7NVs8R6Go7msuqikeg;61;"[ 0.21126047  0.09179211  0.1541547   0.0629319   0.3473804   0.6852096
  0.34647876  0.18773803  0.11728263  0.02290562 -0.30495816 -0.25526235
 -0.1101896  -0.20573977  0.06298199 -0.0082508 ]"
PLVTINUM;4V2pR2iSd1g0RZCglrP3jn;61;"[ 0.70068204 -1.275822    1.3489809   1.9752144  -0.2701084  -0.9244703
  1.4897528   0.5833221  -0.09409326 -0.88095194 -0.41389596  0.7280777
  0.1392882   0.6111536  -1.0740237  -1.0701997 ]"
Poppy;5mlbvTfWUOfDrUIK6dkNzv;61;"[ 0.59312856 -0.8346793   0.6496367   0.4332659   0.04078594  0.1645472
  0.76258993 -0.04621711 -0.43479097  0.83842725 -0.5703802  -0.11915144
  0.61190337  0.46261454 -0.4738708  -1.1540926 ]"
potsu;5XE0fiZWGbq9TcSuWwJ1fA;61;"[ 0.55666816 -0.9789386  -0.08538581  0.36762834  0.04311405  0.5028871
  0.46446076  0.63053554  0.31676856 -0.5828129  -0.2309455  -0.67132926
 -0.5280686  -0.574998   -0.35515183 -0.10500406]"
Preto no Branco;0JC6R3kbXUHe5QrxqzFwom;61;"[ 0.22802521  0.68047667 -0.27401024  0.611989    1.2376735   0.54845643
  1.1418382   0.3866576   0.6654128   0.2650039  -0.14804867 -0.3524589
  0.4758397  -1.1687632  -0.20211475 -0.6336309 ]"
Projota;2zGf6lwQ9PxXdoeo5XXP2K;61;"[ 0.20893209 -0.01343663  0.19458202  0.12266897  0.5434601   0.49629214
  1.104681    0.41612518  0.11605328 -0.09771436 -0.02160718 -0.56149715
  0.04225344 -0.7339589   0.01014977  0.22396402]"
Public;4vxaQs6vK54nK89J1VtLex;61;"[ 0.71756464 -0.9100489  -0.22663161  0.05698316  0.701333    0.8833303
  0.21671636  0.22026321  0.00155414  0.32643515 -0.1828866  -0.21116135
  0.2750859  -0.06731498 -0.01478724 -0.43859878]"
Queen Pen;0VbIlorLz3I5SEtIsc5vAr;61;"[-0.2636457  -0.16438268 -0.0791348  -0.3381384   0.29988638 -0.34885973
  0.67563176 -0.2926094   0.3538583  -0.49400613 -0.06644677 -0.5031494
 -0.5926352  -0.31814146  0.37186685  0.5630149 ]"
