name;id;popularity;embedding
Maite Perroni;6ModsWtBph2rE6zCTVxvZt;71;"[-0.07344766  0.7426226   1.9680904  -0.1472166   0.12026677  0.73381525
  3.7750092   0.9268976  -0.5163608   1.4932789   0.79918844 -0.93115544
  1.5413942  -2.0632758  -0.8141029   1.3053613 ]"
Mary J. Blige;1XkoF8ryArs86LZvFOkbyr;71;"[-0.9546607  -0.09555864 -1.1680803  -2.4239702  -1.0471958  -2.6303182
  0.88397336 -3.506169    0.66883314  0.27438536 -3.0169702  -0.5044399
 -0.7386126   0.67859685  2.5519447   0.3931844 ]"
Masego;3ycxRkcZ67ALN3GQJ57Vig;71;"[-0.1780532  -2.6720943  -0.02060761  0.9214305  -0.58050305  0.48589566
  1.4424496   0.6207169   1.4770478  -1.8637773  -0.686328   -0.8266382
 -1.1814657  -0.18980044 -0.92619836 -0.20654358]"
Mc Davi;1cYhx7ZOhYoVmnDPb9KMwo;71;"[ 0.05935832  0.38950023  0.7069997   0.38847074  0.8273333   0.4763079
  2.1347604   0.66064775 -0.20927842  0.12072729  0.19255668 -0.5614486
  0.3728452  -1.3059862  -0.43354774  0.5827211 ]"
Megadeth;1Yox196W7bzVNZI7RBaPnf;71;"[ 5.1544702e-01  1.3892996e+00 -2.1707597e+00  8.4350312e-01
  3.0607800e+00  4.8783156e-01  3.5175455e-01  1.4997420e+00
  6.9428903e-01  6.0348994e-01  3.5476434e+00  6.9549173e-04
 -5.0504869e-01  1.7683657e+00  7.0624387e-01  1.9362574e+00]"
Men I Trust;3zmfs9cQwzJl575W1ZYXeT;71;"[ 0.28808042 -0.6305512   0.00562913  0.38271293  0.57975763  0.543107
  0.62799686  0.23581097 -0.00613793 -0.02509268 -0.2782953  -0.3909919
 -0.61509585  0.00944583 -0.12450086 -0.0492585 ]"
Micro Tdh;1aWJsBQa67l72j1VT3D6Ow;71;"[-0.11988739  0.19476525  0.6261674   0.030474    0.3398351   0.16841686
  1.448515    0.5613611   0.07517017  0.22417326  0.44886747 -0.6270565
  0.4234119  -0.9393477  -0.3608675   0.59300244]"
Miss Mulatto;3MdXrJWsbVzdn6fe5JYkSQ;71;"[-0.05252212 -0.24715906  0.24909626  0.12295116 -0.11324442 -0.38968173
  0.7599751   0.31075585  0.39917627 -0.57607305 -0.0308589  -0.45629296
 -0.18670677 -0.26795593 -0.26073742 -0.25904894]"
Moira Dela Torre;0rZRTXEmmPmx6gt92tBqIc;71;"[ 0.41843626  0.12825543  0.16525812  0.15909119  0.30478233  0.2702094
  0.47127658  0.02419072  0.03116602  0.26108536 -0.3588476  -0.33189023
  0.09649558 -0.09996107  0.24679118 -0.16084744]"
Mr.Kitty;0pWwt5vGNzezEhfAcc420Y;71;"[ 0.32390413 -0.11785024 -0.07053001  0.14678085  0.69573027  0.45157498
  0.19567591  0.2438141   0.03703395 -0.1417993  -0.10915759 -0.20551078
 -0.2503901  -0.08829312 -0.07266425  0.06046141]"
Nanpa Básico;1cUpGtXcSQsovNYEZOQgOG;71;"[-0.08444158  0.26890472  0.52173924  0.07444249  0.13694282  0.29288733
  1.3352027   0.46662924 -0.14055502  0.29229715  0.425617   -0.42660353
  0.44369677 -0.8143608  -0.377312    0.52451664]"
NCT 127;7f4ignuCJhLXfZ9giKT7rH;71;"[ 0.9681349   0.2008667  -0.31711167  2.9725156   0.7378349   0.8679877
  3.0365787   1.6645789  -0.09491535 -0.84981096  0.43369707 -0.4253934
  0.60863817 -1.3489386  -0.4531449  -2.4441154 ]"
Neeti Mohan;3ZxZ03fj3tXBZHZWzvaLSM;71;"[ 0.94572127  0.77217746 -1.2452457   1.3900273   3.898691   -0.42063028
  2.205665    1.2807832  -1.3388878  -2.4466815  -1.7829401  -1.7054719
  0.14789674 -2.22101    -0.15201911  0.86106294]"
Nipsey Hussle;0EeQBlQJFiAfJeVN2vT9s0;71;"[-2.0553892  -0.826035    1.0120938  -0.15297675 -0.23832166 -2.5841975
  0.5638905   0.20390698  1.2688518  -1.9716965   1.1673357  -0.96939355
 -1.4108801   0.13069534 -1.5035524   0.18532035]"
ODESZA;21mKp7DqtSNHhCAU2ugvUw;71;"[ 0.38754636 -3.066969    1.7321666   1.3712983  -0.13088635 -0.20322438
  0.14942573 -0.21573411 -0.14415348 -0.13764478 -2.57243     2.465949
 -1.5029885   2.5156417  -2.186312   -1.2638681 ]"
Ofenbach;4AKwRarlmsUlLjIwt38NLw;71;"[ 0.15818565 -0.8922638   1.2060424   0.91594106  0.5690378   0.58269083
  1.593193    0.4721393  -0.6575984   0.1728783  -1.1154509   0.41049695
  0.4284725   0.4232566  -0.62866765 -0.41849935]"
Oliver Heldens;5nki7yRhxgM509M5ADlN1p;71;"[-0.6776155  -1.4126654   2.795189    2.2494085   1.138562   -0.7015258
  1.5764431   0.50451237 -0.87969476 -0.8872257  -3.3992562   1.1478143
 -0.91803485  2.4874287  -2.141053    0.3303654 ]"
ONE OK ROCK;7k73EtZwoPs516ZxE72KsO;71;"[ 0.9737978  -0.67369896  0.1272529   0.4944168   0.78989404  0.49562985
  0.42864075  0.23330227  0.12597425  1.1056252   0.7901224  -0.14786707
  0.67186797  0.1658264  -0.04033231 -0.8877535 ]"
Otis Redding;60df5JBRRPcnSpsIMxxwQm;71;"[-0.45375228  1.368176   -0.04673559 -2.9004338  -1.2229956   3.122267
 -3.9139922   0.26770753  1.1601751  -0.78410745 -2.2412968   2.1991699
 -1.8561912   0.151163    3.7313902   0.71007687]"
Passenger;0gadJ2b9A4SKsB1RFkBb66;71;"[ 1.7466322  -0.53599006  1.476784   -0.27008027 -1.1732019   0.27242872
 -3.2108526   0.31849152 -0.18611862  2.7185426  -0.6887561  -1.8759766
  0.9818358   1.3666492   0.52128357 -1.5587963 ]"
RBD;7cjh6y0V9SsyCrWSXTzwOs;71;"[ 0.06468496  0.3775444   0.8622659  -0.21744093  0.12159346  0.23768948
  2.7463722   0.30502746 -0.38157842  1.2564967   0.21429078 -0.93350697
  0.670703   -1.7118566  -0.19467306  0.6559483 ]"
Roar;7dIpKWlEeAljA20vFJ82RD;71;"[ 0.35893866 -0.29667106 -0.14416194 -0.19847766  0.43871093  0.4828267
  0.26298302  0.13101155  0.1699085   0.04151534 -0.10638543 -0.33755237
 -0.12110344 -0.22627015  0.00668799 -0.00803057]"
Robbie Williams;2HcwFjNelS49kFbfvMxQYw;71;"[ 0.9811364   0.5132437   0.03421969 -1.3255239   0.932344    1.4297386
 -0.37724483 -0.5668035  -0.6871132   1.6523517  -0.89665747 -0.22894192
  1.2070916   0.2520289   2.2491307   0.44377178]"
Roxette;2SHhfs4BiDxGQ3oxqf0UHY;71;"[-0.02921602  2.546983   -2.3929393  -2.0755959   0.8542182   2.027505
  0.44596127 -0.6566315   0.7663222  -0.35362923 -0.13494554  0.8419705
  2.2378929   1.4737972   3.2638485   1.8141291 ]"
Ruel;5xkAtLTf309LAGZTbvULBn;71;"[ 0.5101476  -0.5459053   0.38807267  0.5227804   0.06552081  0.2411314
  0.70261806  0.3587261   0.08154907 -0.41298324 -0.11477404 -0.13243946
  0.06003264 -0.18608041 -0.160578   -0.4724076 ]"
SCH;2kXKa3aAFngGz2P4GjG5w2;71;"[ 0.23323908 -0.00728362 -0.07041416 -0.00282521  0.3193518   0.07122403
  0.67334366  0.1932311   0.02419318 -0.12976815  0.05461397 -0.36054426
 -0.09692107 -0.24276628 -0.1340834   0.1003598 ]"
Sheff G;1tG7s7S4sq2eFFW0QZyLbm;71;"[-0.16974524 -0.08804474  0.1096295   0.01088292  0.09230345 -0.06710224
  0.60992885  0.30353785  0.29636914 -0.43465477  0.12487991 -0.4001402
 -0.17794192 -0.45562735 -0.19080769 -0.05902071]"
Sheff g;2hjQtLmscfhb34y9UbQRQu;71;[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Shinedown;70BYFdaZbEKbeauJ670ysI;71;"[ 1.9035822   1.7253923  -2.1286511   1.4187522   2.8868241  -2.0172687
 -1.7023022  -0.34051827  0.758675    2.8522325   4.0693502   1.3105756
 -0.7281321   3.8847513   0.7869343   0.07129309]"
Sin Bandera;7xeM7V59cA1X8GKyKKQV87;71;"[ 0.06280633  1.591892    2.7634673  -0.5249633   1.064163    2.2549968
  5.979685    0.99814457 -0.8158147   3.3951674   1.6059288  -2.4173937
  1.4032162  -4.0918026   0.40238646  2.8549304 ]"
Steven Universe;4rF7c8zpCKzuSXohs2HIpA;71;"[ 0.25423428  0.00236317 -0.15976103  0.04019183  0.3591168   0.06297486
  0.58095527  0.11236228  0.12983048  0.26215154  0.2564879  -0.47558433
  0.24688165 -0.351555    0.28839886 -0.42084208]"
Sting;0Ty63ceoRnnJKVEYP0VQpk;71;"[ 0.8916576   0.8165671  -1.5083205  -1.3847412   0.87657     2.9807415
 -1.1553348  -0.11903697  0.8563602  -0.04401871 -1.0806009   0.6435915
  0.87046343  0.7919913   3.3745778   1.1925638 ]"
Sufjan Stevens;4MXUO7sVCaFgFjoTI5ox5c;71;"[ 1.0713152  -3.1423824  -0.30267328 -0.73851097  1.0377504   3.917453
 -2.96027     0.5804431   1.4165632   1.7060753  -1.1610461  -1.5693281
 -1.9326988  -0.44807285  0.28912354 -1.2915901 ]"
Tego Calderon;3SUT1jjM5hzZj9TLfLZGIP;71;"[-0.6295619   0.70002407  2.3950255  -0.9204326   0.09365214  0.52154446
  4.9010835   0.92439115 -0.47256738  2.4669704   0.16586545 -1.7739663
  1.7092195  -2.7802823  -1.2459935   2.2107193 ]"
The Black Keys;7mnBLXK823vNxN3UWB7Gfz;71;"[ 1.4358337  -2.5987566  -0.6312013  -2.115209    0.61460847  2.1422598
 -3.5327215  -0.5804255  -0.7263363   1.1567975   1.2031758   0.76998127
 -1.6654655   2.1650057  -0.9868216  -0.5965468 ]"
The Clash;3RGLhK1IP9jnYFH4BRFJBS;71;"[-0.91745627  0.63351583 -3.3320673  -4.130216    0.07484062  3.3373475
 -2.504558    1.133123   -0.28414056 -1.2845428   0.7390256   3.1776206
  0.40669098  3.1183157   1.1728646   1.6457893 ]"
The Marías;2sSGPbdZJkaSE2AbcGOACx;71;"[ 0.309551   -0.6601113  -0.24464463  0.26149133  0.3865906   0.79512817
  0.43102735  0.34555557  0.15066554 -0.13931748 -0.32406735 -0.46932727
 -0.3934128  -0.303811   -0.17794509 -0.12140175]"
The Score;2q3GG88dVwuQPF4FmySr9I;71;"[ 0.9698042  -0.462435    1.3116632   0.9324295   0.5655254   0.26866236
  0.07496844 -0.22071715 -0.18602288  0.40533352  0.67910004  0.67330223
  0.30347732  0.2503221  -0.9487558  -1.5470282 ]"
The Walters;027TpXKGwdXP7iwbjUSpV8;71;"[ 1.272428   -2.614582   -0.61917925 -0.33708856  0.4883157   3.0941136
 -0.3907122   0.4450196   0.3811376  -0.03171806 -0.74029976 -0.9564337
 -1.5084468  -0.4929485  -0.23960595 -0.09055942]"
Thiaguinho;1vppDmG3i5sXf3DJzrK4T1;71;"[ 0.10228968  0.7437544   0.33343455  0.13373792  1.3177856   1.2847033
  2.491383    0.9127186  -0.13408203  0.22009772  0.27489927 -1.322889
  0.2681794  -2.2266965   0.24380463  1.1292017 ]"
Tom Grennan;5SHxzwjek1Pipl1Yk11UHv;71;"[ 0.45704985 -0.42899394  0.4419163   0.62782925  0.36293647  0.03061182
  0.6901302   0.30313146  0.00838679  0.21849205 -0.33214355 -0.03687541
  0.2738919  -0.36402148 -0.18176807 -0.6041662 ]"
Upchurch;2pSObt5Fk8izuX8ZfI3jRn;71;"[ 1.3991764   1.883191   -0.29346463  0.5905034  -0.00290536 -0.7907681
 -0.63431376 -0.37919477  0.10953582 -0.6829762   0.55606526  0.15060583
 -0.9833199  -0.8832566  -1.0753571  -0.13775405]"
Volbeat;0L5fC7Ogm2YwgqVCRcF1bT;71;"[ 1.4007565   1.4211872  -2.081492    1.7108465   3.8667219  -1.5436873
 -0.828245    0.52359986  0.80117935  1.4474484   4.6984925   0.6266091
 -0.43299168  3.152954    0.49455804  0.81634396]"
Wallows;0NIPkIjTV8mB795yEIiPYL;71;"[ 9.2103708e-01 -1.4293426e+00 -3.1466290e-01  1.7013399e-01
  6.7031521e-01  5.8660072e-01 -7.2968070e-04  3.9285505e-01
  2.6438612e-01  1.8929541e-01  4.5110986e-01 -3.9325261e-01
 -4.1661341e-02 -2.7769428e-01 -1.1202610e-01 -6.1615163e-01]"
Xand Avião;43DRDu6nLSeIedZ7T1A616;71;[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
Xavier Wulf;3uo0ix4Y67XHVWBhXXIY1S;71;"[-1.3176653  -0.5272207  -0.01217241 -0.05532054 -0.5461946  -1.9961368
  0.8020975   0.90814745  1.4923661  -2.468079    1.3163033  -1.0717562
 -0.9284818  -1.1037407  -0.92619324  0.03811322]"
Yung Gravy;2YOYua8FpudSEiB9s88IgQ;71;"[-1.3206265  -0.87053317  0.1253783  -0.05793159 -0.9714985  -1.5804163
  0.66238     1.1803143   0.89706665 -2.2192597   0.8461782  -0.8849924
 -0.26954266 -0.692422   -1.3386455  -0.66504043]"
Yusuf / Cat Stevens;08F3Y3SctIlsOEmKd6dnH8;71;"[ 0.6187717   0.8655448  -1.1372566  -2.57299    -1.2419345   3.6178517
 -3.7013144   2.304124   -0.01552353 -0.36336216 -0.95573133  2.3724785
 -1.1709312   0.9128891   3.2840466   1.2007102 ]"
Zendaya;6sCbFbEjbYepqswM1vWjjs;71;"[-1.2347172   0.53157175  0.7557294  -0.21029961 -0.9332672  -2.0126061
  0.5372552  -1.3307958  -0.8840648   1.1945655  -0.77229244 -0.46320945
  0.04056976  1.6718448  -1.2498549  -2.4377973 ]"
ZZ Top;2AM4ilv6UzW0uMRuqKtDgN;71;"[-0.15490492  3.2331514  -2.9982092  -2.271674   -0.53022367  2.3733182
 -2.3516512   2.7139094  -0.49087447 -0.6166752   2.3433547   3.6343663
 -0.99472797  3.9585154   2.1498363   2.7919133 ]"
(Sandy) Alex G;6lcwlkAjBPSKnFBZjjZFJs;70;"[ 0.9740945  -2.8806055  -1.32722     0.17713769  1.1162788   2.1232824
 -0.16728145  0.70059806  0.85881716 -0.95809865 -0.03775701 -0.88435644
 -1.9841809  -0.5757086  -0.18624084 -0.06992318]"
A Day To Remember;4NiJW4q9ichVqL1aUsgGAN;70;"[ 1.8176581  -0.3743166  -2.14533     1.4086422   2.6273944  -2.0304236
 -0.8337047   0.3342427   1.3548293   3.4994345   5.348309    0.64784575
  0.6122816   3.355302    0.15618381 -1.0826311 ]"
Aimer;0bAsR2unSRpn6BQPEnNlZm;70;"[ 0.3788429   0.17150176 -0.15419553  0.6326883   0.513636    0.47368342
  0.7564372   0.48772046  0.12054554 -0.00317987  0.12084234 -0.24048854
  0.01338743 -0.25720537 -0.02946286 -0.05971146]"
Alex Rose;2DspEsT7UXGKd2VaaedgG4;70;"[-0.15996306  0.1443299   1.0391269  -0.16238035  0.40881592  0.10789722
  2.4340487   1.0326767  -0.28047526  0.56184584  0.4204237  -0.76539475
  0.7267477  -1.444621   -0.9884079   0.90733707]"
Almighty;6P6GTRTigHBp8ZesNtpCKH;70;"[-0.45809534  0.20737495  1.4791294  -0.23606558  0.13035405 -0.20706132
  2.8290367   1.0526842   0.08201247  0.5478047   0.68154335 -1.1041826
  0.56439304 -1.8231175  -1.2405972   1.351264  ]"
Anavitória;1sPg5EHuQXTMElpZ4iUgXe;70;"[ 0.27568674  0.16727187 -0.01676292  0.08370178  0.47477403  1.1842631
  0.9261173   0.57359797  0.11204645  0.25999302  0.0487656  -0.4574434
  0.08892123 -1.0087452   0.12600444  0.2510209 ]"
Andrés Calamaro;3tAICgiSR5PfYY4B8qsoAU;70;"[ 0.4072471   1.446347    1.1357497   0.0056052   1.4256299   2.3886728
  3.9042118   1.032124   -0.37192053  1.5403235   0.734535   -1.6342291
  0.5458884  -2.7657542   0.30550578  2.4267955 ]"
Antonio Aguilar;0PN0fbe41KbuzlRYnoajNm;70;"[-0.39406037  2.1271906   1.1023976   0.8939796   1.1190028   0.96898234
  4.0437713   0.39148226 -0.2033665  -0.38591063  2.012585   -1.627802
 -1.1308638  -2.7945242   0.8270309   1.0410374 ]"
Ashe;6P5NO5hzJbuOqSdyPB7SJM;70;"[ 0.8308323  -0.88923836  0.4965298   0.9203696   0.05793218  0.6083015
  0.8169634   0.37486953  0.09059986  0.05805186 -0.6831397  -0.3627958
 -0.14308803 -0.34988466 -0.3168593  -0.73781013]"
Babasónicos;2F9pvj94b52wGKs0OqiNi2;70;"[ 0.4473113   0.529679    0.70648783 -0.18684182  1.3536767   1.741618
  2.5764582   0.48832732 -0.44779313  1.3041545   0.5971388  -1.1828744
  0.34127495 -1.6727657  -0.00717299  1.4133474 ]"
Beastie Boys;03r4iKL2g2442PT9n2UKsx;70;"[-0.0826944   0.11017017 -1.7653617  -2.37166     1.8534263  -0.5184968
 -2.557925   -1.0587459   0.10163305 -1.0076091   1.4196188   1.6519719
 -0.6330945   3.2495635   1.2498318   2.1494284 ]"
Benny Dayal;61if35zz1W11GejEkxTLEQ;70;"[ 1.83543     0.4767778  -1.5741662   2.7379136   5.385024   -1.2963014
  2.9140463   1.4895924  -2.40361    -3.191574   -3.2552779  -2.7803092
  0.8018357  -3.404209   -0.35830405 -0.45907515]"
BIA;6veh5zbFpm31XsPdjBgPER;70;"[-0.1878848  -0.25976098  0.22105162  0.38910764  0.11388802 -0.36310202
  0.870795    0.22889194  0.41370988 -0.6388181   0.06705504 -0.501688
 -0.3830426  -0.31747204 -0.30786288  0.00681045]"
Billy Idol;7lzordPuZEXxwt9aoVZYmG;70;"[-0.36443144  2.79287    -3.2029393  -3.1072886  -0.59446913  2.9887507
 -1.8448997   0.8371277  -0.2184957  -1.2939805   1.0839509   2.7058773
  1.7755401   4.536431    2.3487978   2.0418048 ]"
Blondie;4tpUmLEVLCGFr93o8hFFIB;70;"[-0.97032773  1.0512463  -2.3665743  -3.7784643  -0.20407464  4.044696
 -1.0636985   0.5391122  -0.3260072  -1.7592605  -0.65756446  2.1399055
  1.4637008   2.7809536   2.2080567   2.309067  ]"
Blur;7MhMgCo0Bl0Kukl93PZbYS;70;"[ 1.1705866  -2.429324   -2.0644317  -1.6049609   3.3348591   0.3128795
 -1.0971652  -0.79030174  0.02643054  1.3911501   1.461056    0.55753005
 -0.7340725   3.3053617   0.7860835   2.6114466 ]"
Booba;58wXmynHaAWI5hwlPZP3qL;70;"[-0.17133094  0.16039978 -0.0076175   0.0694662   0.40618125 -0.10736341
  0.8246204   0.19028112  0.03492565 -0.3273982   0.09117693 -0.278119
 -0.17377266 -0.17625849 -0.19304381  0.25515378]"
Boyce Avenue;7CQwac16i1W5ej8YpuL3dv;70;"[ 2.8184857   0.70128345  1.0397161   0.9752698  -0.89291424  0.19755691
 -1.7072197  -0.10870394  0.5547144   2.7788153  -1.1644434  -0.41741544
  1.116338    0.21719661  1.0319703  -1.4964715 ]"
Cali Y El Dandee;5DUlefCLzVRzNWaNURTFpK;70;"[-0.1797478   0.5505509   3.35783    -0.8525819  -0.6627631   0.09624825
  5.000578    1.311664   -0.67497605  2.6030226   1.3866929  -1.3244754
  2.1471465  -3.0094955  -2.301862    2.3623924 ]"
Cardenales De Nuevo León;0GpuSge5ffZ053NhXxgQkV;70;"[-0.46836817  2.1187148   1.2146922   0.87003124  1.2625659   0.9434334
  4.4788303   0.24676968 -0.15992953 -0.3813773   2.2229695  -2.2464545
 -1.4723685  -3.315548    1.1319233   0.9694545 ]"
Charles Ans;5lYeiQxUTcGKVgAuTqbTeL;70;"[ 0.02564716 -0.0909248   0.53473705  0.10442191  0.23308262  0.26125395
  1.1861224   0.33307353  0.06115999  0.17472346  0.09287379 -0.56235254
  0.02187456 -0.7676656  -0.35706395  0.30184346]"
Cheat Codes;7DMveApC7UnC2NPfPvlHSU;70;"[ 0.63714945 -1.2365426   2.589275    1.3950053  -1.9302282  -1.9893184
  0.5944354  -0.32641718 -0.8158814  -0.9747854  -1.3505535   2.012718
  0.9625448   2.6588337  -0.43571827 -1.8069804 ]"
Chicago;3iDD7bnsjL9J4fO298r0L0;70;"[-0.27015686  2.2013042  -2.46969    -3.0458746  -0.97217363  3.0688784
 -2.1085362   1.5311714   0.29369608 -1.6267791  -0.21613817  2.4913924
  0.2656739   1.5315168   3.075926    1.7443279 ]"
Ciara;2NdeV5rLm47xAvogXrYhJX;70;"[-2.021776   -0.47210532 -1.2328995  -2.3136425  -1.6998857  -4.6439548
  0.6060862  -2.069043   -0.42688882  1.6155447  -2.0930824   0.50246644
 -1.0970265   1.4862754   0.6617123  -1.548809  ]"
Claude Debussy;1Uff91EOsvd99rtAupatMP;70;"[ 0.753039   -0.34432465 -1.8877325   2.0380416   4.525982    4.122188
  0.55948985  0.35880032  1.7840313   0.78040016 -2.1299272  -3.0637245
 -1.387853   -2.4442878   3.0564644  -1.7847661 ]"
CNCO;0eecdvMrqBftK0M1VKhaF4;70;"[-0.19206621 -0.06858514  3.9799507  -1.129294   -2.1206164  -0.89032954
  5.446157    1.3724506  -0.9718813   3.280447    1.3509429  -0.89231074
  3.0117123  -2.3102813  -2.47869     2.2230012 ]"
Cole Swindell;1mfDfLsMxYcOOZkzBxvSVW;70;"[ 6.1763525   6.775287   -0.03342414  0.17187917 -3.1420782  -2.348326
 -3.9367976  -3.4242396  -0.87094885 -0.269379   -0.12717125  2.7780755
 -1.5324826  -1.6804373  -3.7466385  -1.3854295 ]"
Coolio;3y24n3XhZ96wgwRXjvS17T;70;"[-0.70782983 -0.7505556  -0.19575155 -2.7123897   0.9787578  -3.3647273
 -1.4329315  -2.9802783   0.09404673 -1.5262697   0.7314175  -0.7721543
 -1.1593703   1.8693477   1.5879624   1.9859473 ]"
Crystal Castles;7K3zpFXBvPcvzhj7zlGJdO;70;"[ 0.12360091 -3.333566    0.14797583 -0.25042954  1.8600202   2.636636
  0.2849372  -0.4370643  -0.4970259  -0.4998387  -1.1662574  -0.94057244
 -1.5517701   1.6228151  -1.5955036   0.76031506]"
Daya;6Dd3NScHWwnW6obMFbl1BH;70;"[ 0.5352562  -0.14349237  2.1482913   0.61925584 -1.9830536  -1.6027523
 -0.824619   -1.5255655  -0.4397032   0.28294274 -0.69979256  2.0008018
  0.64358324  2.682619    0.10662127 -3.1059542 ]"
deadmau5;2CIMQHirSU0MQqyYHq0eOx;70;"[-1.1330695  -0.54796886  1.3038366   2.057939    3.0808609   0.11136699
  0.09524723  0.513973   -1.1585268   0.3020038  -2.769201   -0.26907036
 -0.95212823  4.6368175  -1.9345064   1.0048116 ]"
Def Leppard;6H1RjVyNruCmrBEWRbD0VZ;70;"[-0.5236294   3.2391658  -3.216423   -2.6562533  -0.9683034   1.6289238
 -2.1828895   1.2738546   0.27560592 -0.04733551  1.4161152   3.1384864
  0.45751524  4.4677186   1.6803612   1.9998659 ]"
Devi Sri Prasad;5sSzCxHtgL82pYDvx2QyEU;70;"[ 1.6482192   0.7349501  -1.6621193   2.0861144   4.2845263   0.17337386
  1.9609523   1.3267025  -1.206661   -2.105566   -1.5490985  -1.9062606
 -0.05777866 -2.824424    0.131832    0.6834994 ]"
Dierks Bentley;7x8nK0m0cP2ksQf0mjWdPS;70;"[ 6.2041655   6.7082906  -0.24404603 -0.08333874 -3.5890586  -2.5714858
 -5.1501837  -3.4187946  -0.51781434  0.14585732 -0.33203557  2.8156307
 -1.4179939  -1.0991945  -3.1372302  -1.7449261 ]"
Dimitri Vegas & Like Mike;73jBynjsVtofjRpdpRAJGk;70;"[-0.6008859  -0.21434295  3.911054    2.8319073   1.2311637  -1.2880664
  1.5488554   1.2657424  -0.9768404  -0.6067441  -3.1152697   1.7211651
  0.41547918  2.7763977  -2.0298572   0.827959  ]"
Dina Rae;5jNmxPYz8QE5rYp4GDil8t;70;"[-0.11922652 -0.04068663 -0.05222322 -0.17489663  0.32836396 -0.04611057
  0.48625687  0.06469654  0.09397171  0.1346506  -0.20894535 -0.44544995
 -0.22871786 -0.09294197  0.1559432  -0.01888491]"
DNCE;6T5tfhQCknKG4UnH90qGnz;70;"[-0.32386106 -0.62482506  2.0922537  -0.3299399  -1.1369001  -0.78225476
 -0.43159857 -1.4459361  -0.9351932  -0.07848945 -0.03006873  1.6279787
  0.8924141   2.4619963  -0.08273849 -2.5324337 ]"
Duelo;0nnp7oJpY2J6yZOqtdKaWq;70;"[-0.19948472  2.2579417   1.4259921   1.0984565   0.8367804   0.8196701
  4.9790792   0.19692883 -0.40205976 -0.15762264  2.7625134  -1.7385418
 -1.3416244  -3.3584466   1.2603183   0.90216935]"
Duster;5AyEXCtu3xnnsTGCo4RVZh;70;"[ 0.40226012 -0.581949   -0.44739357  0.12885962  0.711665    0.9413043
  0.31974614  0.19265497  0.2773466  -0.46990082 -0.02646943 -0.32294884
 -0.7125676  -0.1717254   0.01771075  0.22035731]"
Earl Sweatshirt;3A5tHz1SfngyOZM2gItYKu;70;"[-1.6552931  -2.750647    0.12044605 -0.8719746  -0.80134594 -1.8910835
 -0.645635    0.09746171  1.6794947  -3.0089107   1.2523975  -2.3170617
 -2.2349792   0.04363265 -1.131279    0.11308588]"
Elderbrook;2vf4pRsEY6LpL5tKmqWb64;70;"[ 1.0178475  -1.7995906   0.2788633   1.1865511   0.15665098  1.0044683
  0.9786471   0.30535847  0.19165505 -0.36742324 -1.0764625  -0.50943655
 -0.930433   -0.13378884 -0.46265298 -0.5759815 ]"
Ernia;3fhMfkPPzksWuw0hEm4ldm;70;"[ 0.05351222  0.03421538  0.14019462  0.25774994  0.42958677  0.13752457
  0.6501063   0.47459018  0.13681959 -0.31475002  0.02766768 -0.39902306
 -0.1771765  -0.48677102 -0.16068222  0.10134199]"
Eros Ramazzotti;61J0BktHv7PuP3tjTPYXSX;70;"[ 0.40709746  1.1435176   0.9657973  -0.5097173   0.65036947  1.8419371
  3.5170684   0.3740989  -0.4440639   1.8105544   0.20015262 -1.7370766
  0.7652836  -2.8683076   0.8309127   1.4376748 ]"
Estopa;5ZqnEfVdEGmoPxtELhN7ai;70;"[ 0.35868883  0.6504068   0.4378296   0.02287761  0.57718503  1.0583426
  2.1744719   0.5192862  -0.16953182  0.6200304   0.25703576 -0.8518561
  0.37358963 -1.5822446   0.07782766  1.0586984 ]"
Fergie;3r17AfJCCUqC9Lf0OAc73G;70;"[-1.7480574  -0.92671436 -0.6846761  -2.6609254  -0.8285769  -3.8623433
 -0.8429624  -0.9141118  -1.7285211   1.5248914  -1.3561276   1.1815184
  0.12548943  2.034567    0.07335257 -2.0309565 ]"
Ferrugem;5ZfBThYiIIhL7jHMG8gDB2;70;"[ 0.00951719  0.5593353   0.23213196  0.07390268  0.83552724  0.58961135
  1.8107344   0.4123942  -0.10136298  0.3272725   0.21949454 -0.810465
  0.06746672 -1.2152996   0.3747036   0.86674   ]"
Fifth Harmony;1l8Fu6IkuTP0U5QetQJ5Xt;70;"[-0.8853831  -0.10318264  1.5850812  -0.34745428 -1.4350337  -2.4492009
  0.10208102 -1.7225724  -1.2865305   0.4474005  -0.1449533   1.4458524
  0.47375402  2.4322445  -0.5085739  -3.0924346 ]"
Foreigner;6IRouO5mvvfcyxtPDKMYFN;70;"[-0.35012665  2.8301616  -3.9348009  -2.8968549  -1.1517788   2.490823
 -2.2466202   2.1471238   0.39762747 -1.6412804   0.8094586   3.5045257
  1.5076656   3.9638677   2.5264394   1.8681939 ]"
Gemitaiz;4upwdFMlZBmQ68jP9jPzjK;70;"[-0.07245287  0.27612612  0.08305788  0.04088319  0.37968335  0.54622483
  0.93296176  0.2688778   0.04734164 -0.08988503  0.00774266 -0.69645214
 -0.03460872 -0.6551164   0.18378927  0.4059753 ]"
