name;id;popularity;genres
Rise Against;6Wr3hh341P84m3EI8qdn9O;72;['alternative metal', 'chicago hardcore', 'chicago punk', 'hardcore punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk']
RÜFÜS DU SOL;6tHs9gFIpD0hCVto83sirH;72;['australian electropop', 'indietronica']
Sam Hunt;2kucQ9jQwuD8jWdtR9Ef38;72;['contemporary country', 'country', 'country pop']
Seafret;4Ly0KABsxlx4fNj63zJTrF;72;['folk-pop']
Selena;6IE6z7DcZIT4Ml3Fh5Ivch;72;['mexican pop', 'tejano']
Shilpa Rao;19LIHDDSHBD5NyYHI3gpzB;72;['filmi', 'modern bollywood']
Sublime;0EdvGhlC1FkGItLOWQzG4J;72;['rap rock', 'reggae fusion', 'ska mexicano', 'ska punk']
Sum 41;0qT79UgT5tY4yudH9VfsdT;72;['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk', 'rock']
Taco Hemingway;7CJgLPEqiIRuneZSolpawQ;72;['polish hip hop', 'polish trap']
The Goo Goo Dolls;2sil8z5kiy4r76CRTXxBCA;72;['neo mellow', 'permanent wave', 'pop rock', 'post-grunge']
The Living Tombstone;0I6yADrmeyvw66g7yjkqIF;72;['otacore', 'pixel', 'pov: indie']
The White Stripes;4F84IBURUo98rz4r61KF70;72;['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']
Tim McGraw;6roFdX1y5BYSbp60OTJWMd;72;['contemporary country', 'country', 'country road']
Toby Fox;57DlMWmbVIf2ssJ8QBpBau;72;['indie game soundtrack', 'pixel', 'pov: indie']
Tony Dize;3LKXWvXFWrkwUzJWxzwVpW;72;['reggaeton', 'urbano latino']
Two Feet;5sWHDYs0csV6RS48xBl0tH;72;['indie poptimism', 'modern rock']
Ufo361;5pVRwX5ZQR7hfJ18w8ZYkl;72;['german cloud rap', 'german hip hop']
Willie Nelson;5W5bDNCqJ1jbCgTxDD0Cb3;72;['classic country pop', 'classic texas country', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter']
Wyclef Jean;7aBzpmFXB4WWpPl2F7RjBe;72;['rap kreyol']
Yo Yo Honey Singh;7uIbLdzzSEqnX0Pkrb56cR;72;['desi pop', 'filmi', 'hindi hip hop', 'modern bollywood']
3 Doors Down;2RTUTCvo6onsAnheUk3aL9;71;['alternative metal', 'nu metal', 'post-grunge', 'rock']
All Time Low;46gyXjRIvN1NL1eCB8GBxo;71;['modern rock', 'neon pop punk', 'pop punk']
alt-J;3XHO7cRUPCLOr6jwp8vsx5;71;['indie rock', 'indietronica', 'modern alternative rock', 'modern rock', 'rock']
Aminé;3Gm5F95VdRxW3mqCn8RPBJ;71;['pop rap', 'portland hip hop', 'rap', 'underground hip hop']
Amit Trivedi;7HCqGPJcQTyGJ2yqntbuyr;71;['desi pop', 'filmi', 'modern bollywood']
Ana Gabriel;41ESHLayJ5sDKjAOv6cMhe;71;['latin pop', 'mariachi', 'ranchera']
Ana Mena;6k8mwkKJKKjBILo7ypBspl;71;['spanish pop']
Anahí;0TeVa4xdLB8vdzjsvKH6Ri;71;['latin pop']
Andy Grammer;2oX42qP5ineK3hrhBECLmj;71;['neo mellow', 'post-teen pop']
AnnenMayKantereit;23xqmJEN3oVxwzqtNIyR5m;71;['cologne indie', 'german singer-songwriter']
Annie Lennox;5MspMQqdVbdwP6ax3GXqum;71;['new romantic', 'new wave', 'new wave pop', 'singer-songwriter', 'soft rock', 'synthpop']
Antonio Vivaldi;2QOIawHpSlOwXDvSqQ9YJR;71;['baroque', 'classical', 'early music', 'italian baroque']
Bad Gyal;4F4pp8NUW08JuXwnoxglpN;71;['neoperreo', 'rap catala', 'rap latina', 'trap catala', 'urbano espanol']
Beach Weather;7I3bkknknQkIiatWiupQgD;71;[]
Beret;0ZHPrnImGh4re3TbSNkoZl;71;['spanish hip hop', 'spanish pop']
Bethel Music;26T4yOaOoFJvUvxR87Y9HO;71;['ambient worship', 'ccm', 'deep ccm', 'world worship', 'worship']
Blake Shelton;1UTPBmNbXNTittyMJrNkvw;71;['classic oklahoma country', 'contemporary country', 'country', 'country road']
Bo Burnham;2Waw2sSbqvAwK8NwACNjVo;71;['comic', 'pov: indie']
Boney M.;54R6Y0I7jGUCveDTtI21nb;71;['europop']
Brooks & Dunn;0XKOBt59crntr7HQXXO8Yz;71;['contemporary country', 'country', 'country road']
Bunbury;4uqzzJg3ww5eH7IgGV7DMT;71;['latin alternative', 'latin rock', 'mexican rock', 'rock en espanol']
Camila;2gRP1Ezbtj3qrERnd0XasU;71;['latin arena pop', 'latin pop']
Christopher von Uckermann;5O8cudluftNZ6PCwRzvYxo;71;['mexican pop']
Cristian Castro;2AZOALDIBORfbzKTuliwdJ;71;['latin arena pop', 'latin pop']
Cuco;2Tglaf8nvDzwSQnpSrjLHP;71;['bedroom pop', 'dream pop']
Cyndi Lauper;2BTZIqw0ntH9MvilQ3ewNY;71;['dance pop', 'new wave pop', 'permanent wave', 'soft rock']
Danny Brown;7aA592KWirLsnfb5ulGWvU;71;['alternative hip hop', 'detroit hip hop', 'escape room', 'hip hop', 'underground hip hop']
David Bisbal;5gOJTI4TusSENizxhcG7jB;71;['latin arena pop', 'latin pop', 'spanish pop', 'spanish pop rock']
Dhanush;2F3KtUVtrt2GLjcl6pB4cz;71;['filmi', 'kollywood']
Dread Mar I;1aw0Cdl1DIrtUrUA6fGbAR;71;['argentine reggae', 'rock en espanol']
Dulce María;6kaefrHSdAvxhhCVDFTCEL;71;['latin arena pop']
Electric Light Orchestra;7jefIIksOi1EazgRTfW2Pk;71;['album rock', 'art rock', 'beatlesque', 'classic rock', 'glam rock', 'mellow gold', 'rock', 'soft rock', 'symphonic rock']
Ella Mai;7HkdQ0gt53LP4zmHsL0nap;71;['r&b', 'rap', 'uk contemporary r&b']
Ezhel;6LnJKrtFnTEGdbWQ2riWCL;71;['turkish hip hop', 'turkish trap']
Fetty Wap;6PXS4YHDkKvl1wkIl4V8DL;71;['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']
Gente De Zona;2cy1zPcrFcXAJTP0APWewL;71;['cubaton', 'electro latino', 'latin hip hop', 'latin pop']
Gerardo Coronel;6JoYL9QYbdgPb6EuE5J2pC;71;['banda', 'corrido', 'musica mexicana', 'norteno', 'nueva musica mexicana', 'sad sierreno', 'sierreno']
Glee Cast;0SCbttzoZTnLFebDYmAWCm;71;['glee club', 'post-teen pop']
Gloria Trevi;1Db5GsIoVWYktPoD2nnPZZ;71;['latin arena pop', 'latin pop', 'mexican pop']
Greta Van Fleet;4NpFxQe2UvRCAjto3JqlSl;71;['modern blues rock', 'modern hard rock', 'rock']
Gustavo Cerati;1QOmebWGB6FdFtW7Bo3F0W;71;['argentine rock', 'latin alternative', 'latin rock', 'rock en espanol']
Hillsong United;74cb3MG0x0BOnYNW1uXYnM;71;['ccm', 'christian music', 'world worship', 'worship']
James Carter;5344K3N7rx7kw1HjO8psuq;71;['pop dance', 'uk dance']
Javed Ali;4W91bbPB2CTSsHwt7eqNl7;71;['filmi', 'modern bollywood']
Jeezy;4yBK75WVCQXej1p04GWqxH;71;['atl hip hop', 'crunk', 'dirty south rap', 'gangster rap', 'old school atlanta hip hop', 'rap', 'southern hip hop', 'trap']
Jimi Hendrix;776Uo845nYHJpNaStv1Ds4;71;['acid rock', 'album rock', 'classic rock', 'hard rock', 'proto-metal', 'psychedelic rock', 'rock']
John Williams;3dRfiJ2650SZu6GbydcHNb;71;['orchestral soundtrack', 'soundtrack']
Jon Z;5bWUlnPx9OYKsLiUJrhCA1;71;['reggaeton', 'trap latino', 'urbano latino']
Jonita Gandhi;00sCATpEvwH48ays7PlQFU;71;['desi pop', 'filmi', 'modern bollywood']
Jowell & Randy;4IMAo2UQchVFyPH24PAjUs;71;['reggaeton', 'urbano latino']
Juhn;2LmcxBak1alK1bf7d1beTr;71;['reggaeton', 'reggaeton flow', 'trap latino', 'urbano latino']
Kate Bush;1aSxMhuvixZ8h9dK9jIDwL;71;['art pop', 'art rock', 'baroque pop', 'new wave pop', 'permanent wave', 'piano rock', 'singer-songwriter']
Keith Urban;0u2FHSq3ln94y5Q57xazwf;71;['australian country', 'australian pop', 'contemporary country', 'country', 'country road']
Khruangbin;2mVVjNmdjXZZDvhgQWiakk;71;['indie soul', 'neo-psychedelic']
Kontra K;4lDiJcOJ2GLCK6p9q5BgfK;71;['christlicher rap', 'german hip hop']
Kungs;7keGfmQR4X5w0two1xKZ7d;71;['edm', 'pop dance', 'tropical house']
Laura Pausini;2e4nwiX8ZCU09LGLOpeqTH;71;['europop', 'italian adult pop', 'latin arena pop', 'mexican pop']
Lauren Daigle;40LHVA5BTQp9RxHOQ9JPYj;71;['ccm', 'christian alternative rock', 'christian music']
Lee Brice;5Zq7R5qmi58ByYyBQTlNuk;71;['contemporary country', 'country', 'country road', 'modern country rock']
Leslie Odom Jr.;3cR4rhS2hBWqI7rJEBacvN;71;['broadway', 'show tunes', 'vocal jazz']
Lionel Richie;3gMaNLQm7D9MornNILzdSl;71;['soft rock']
Loud Luxury;6t1gpxYbY8OlLA7D2RiikQ;71;['edm', 'pop dance', 'tropical house']
Lukas Graham;25u4wHJWxCA9vO0CzxAbK7;71;['danish pop', 'scandipop']
Maite Perroni;6ModsWtBph2rE6zCTVxvZt;71;['latin pop', 'mexican pop']
Mary J. Blige;1XkoF8ryArs86LZvFOkbyr;71;['dance pop', 'neo soul', 'r&b', 'urban contemporary']
Masego;3ycxRkcZ67ALN3GQJ57Vig;71;['alternative r&b', 'indie soul']
Mc Davi;1cYhx7ZOhYoVmnDPb9KMwo;71;['funk carioca', 'funk paulista']
Megadeth;1Yox196W7bzVNZI7RBaPnf;71;['alternative metal', 'hard rock', 'melodic thrash', 'metal', 'nu metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']
Men I Trust;3zmfs9cQwzJl575W1ZYXeT;71;['indie pop']
Micro Tdh;1aWJsBQa67l72j1VT3D6Ow;71;['trap latino', 'trap venezolano', 'urbano latino', 'venezuelan hip hop']
Miss Mulatto;3MdXrJWsbVzdn6fe5JYkSQ;71;['trap queen']
Moira Dela Torre;0rZRTXEmmPmx6gt92tBqIc;71;['opm']
Mr.Kitty;0pWwt5vGNzezEhfAcc420Y;71;['weirdcore']
Nanpa Básico;1cUpGtXcSQsovNYEZOQgOG;71;['colombian hip hop', 'mexican hip hop']
NCT 127;7f4ignuCJhLXfZ9giKT7rH;71;['k-pop', 'k-pop boy group']
Neeti Mohan;3ZxZ03fj3tXBZHZWzvaLSM;71;['desi pop', 'filmi', 'modern bollywood']
Nipsey Hussle;0EeQBlQJFiAfJeVN2vT9s0;71;['conscious hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']
ODESZA;21mKp7DqtSNHhCAU2ugvUw;71;['chillwave', 'edm', 'indietronica']
Ofenbach;4AKwRarlmsUlLjIwt38NLw;71;['pop dance', 'tropical house']
Oliver Heldens;5nki7yRhxgM509M5ADlN1p;71;['edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']
ONE OK ROCK;7k73EtZwoPs516ZxE72KsO;71;['j-pop', 'j-rock', 'japanese emo']
Otis Redding;60df5JBRRPcnSpsIMxxwQm;71;['classic soul', 'memphis soul', 'soul', 'soul blues', 'southern soul', 'vocal jazz']
Passenger;0gadJ2b9A4SKsB1RFkBb66;71;['folk-pop', 'neo mellow']
RBD;7cjh6y0V9SsyCrWSXTzwOs;71;['latin pop']
Roar;7dIpKWlEeAljA20vFJ82RD;71;['pov: indie', 'weirdcore']
Robbie Williams;2HcwFjNelS49kFbfvMxQYw;71;['dance rock', 'europop']
Roxette;2SHhfs4BiDxGQ3oxqf0UHY;71;['europop', 'swedish pop']
Ruel;5xkAtLTf309LAGZTbvULBn;71;['alt z', 'australian alternative pop', 'pop']
SCH;2kXKa3aAFngGz2P4GjG5w2;71;['french hip hop', 'pop urbaine', 'rap francais', 'rap marseille']
Sheff G;1tG7s7S4sq2eFFW0QZyLbm;71;['brooklyn drill', 'new york drill', 'nyc rap']
Sheff g;2hjQtLmscfhb34y9UbQRQu;71;['brooklyn drill', 'new york drill', 'nyc rap']
Shinedown;70BYFdaZbEKbeauJ670ysI;71;['alternative metal', 'nu metal', 'post-grunge']
Sin Bandera;7xeM7V59cA1X8GKyKKQV87;71;['latin arena pop', 'latin pop', 'mexican pop']
Steven Universe;4rF7c8zpCKzuSXohs2HIpA;71;['pov: indie']
Sting;0Ty63ceoRnnJKVEYP0VQpk;71;['permanent wave', 'soft rock', 'sophisti-pop']
Sufjan Stevens;4MXUO7sVCaFgFjoTI5ox5c;71;['art pop', 'baroque pop', 'chamber pop', 'indie pop', 'indie rock', 'singer-songwriter']
Tego Calderon;3SUT1jjM5hzZj9TLfLZGIP;71;['latin hip hop', 'rap boricua', 'reggaeton', 'trap latino', 'urbano latino']
The Black Keys;7mnBLXK823vNxN3UWB7Gfz;71;['alternative rock', 'blues rock', 'garage rock', 'indie rock', 'indietronica', 'modern blues rock', 'modern rock', 'punk blues', 'rock', 'roots rock']
The Clash;3RGLhK1IP9jnYFH4BRFJBS;71;['alternative rock', 'permanent wave', 'punk', 'rock']
The Marías;2sSGPbdZJkaSE2AbcGOACx;71;['bedroom pop', 'la indie']
The Score;2q3GG88dVwuQPF4FmySr9I;71;['modern alternative rock', 'pov: indie']
The Walters;027TpXKGwdXP7iwbjUSpV8;71;['chicago indie', 'pov: indie']
Thiaguinho;1vppDmG3i5sXf3DJzrK4T1;71;['pagode', 'pagode novo', 'sertanejo universitario']
Tom Grennan;5SHxzwjek1Pipl1Yk11UHv;71;['uk pop']
Upchurch;2pSObt5Fk8izuX8ZfI3jRn;71;['country rap', 'redneck']
Volbeat;0L5fC7Ogm2YwgqVCRcF1bT;71;['alternative metal', 'danish metal', 'danish rock']
Wallows;0NIPkIjTV8mB795yEIiPYL;71;['pov: indie']
Xand Avião;43DRDu6nLSeIedZ7T1A616;71;['arrocha', 'forro de favela', 'funk carioca']
Xavier Wulf;3uo0ix4Y67XHVWBhXXIY1S;71;['cloud rap', 'dark trap', 'memphis hip hop', 'underground hip hop']
Yung Gravy;2YOYua8FpudSEiB9s88IgQ;71;['meme rap', 'minnesota hip hop']
Yusuf / Cat Stevens;08F3Y3SctIlsOEmKd6dnH8;71;['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter']
Zendaya;6sCbFbEjbYepqswM1vWjjs;71;['pop', 'post-teen pop']
ZZ Top;2AM4ilv6UzW0uMRuqKtDgN;71;['album rock', 'blues rock', 'classic rock', 'hard rock', 'rock']
(Sandy) Alex G;6lcwlkAjBPSKnFBZjjZFJs;70;['indie pop', 'philly indie', 'pov: indie']
A Day To Remember;4NiJW4q9ichVqL1aUsgGAN;70;['alternative metal', 'metalcore', 'pop punk', 'screamo']
Aimer;0bAsR2unSRpn6BQPEnNlZm;70;['anime', 'anime rock', 'j-pixie', 'j-pop', 'j-poprock']
Alex Rose;2DspEsT7UXGKd2VaaedgG4;70;['reggaeton', 'trap latino', 'urbano latino']
Almighty;6P6GTRTigHBp8ZesNtpCKH;70;['reggaeton flow', 'trap latino', 'urbano latino']
Anavitória;1sPg5EHuQXTMElpZ4iUgXe;70;['folk brasileiro', 'nova mpb', 'pop lgbtq+ brasileira', 'pop nacional']
Andrés Calamaro;3tAICgiSR5PfYY4B8qsoAU;70;['argentine rock', 'cantautor', 'latin alternative', 'latin rock', 'pop argentino', 'rock en espanol']
Antonio Aguilar;0PN0fbe41KbuzlRYnoajNm;70;['mariachi', 'musica mexicana', 'norteno', 'ranchera']
Ashe;6P5NO5hzJbuOqSdyPB7SJM;70;['alt z']
Babasónicos;2F9pvj94b52wGKs0OqiNi2;70;['argentine rock', 'electronica argentina', 'latin alternative', 'latin rock', 'pop electronico', 'rock en espanol']
Beastie Boys;03r4iKL2g2442PT9n2UKsx;70;['alternative rock', 'east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'rap', 'rap rock', 'rock']
Benny Dayal;61if35zz1W11GejEkxTLEQ;70;['desi pop', 'filmi', 'modern bollywood']
BIA;6veh5zbFpm31XsPdjBgPER;70;['rap latina', 'trap queen']
Billy Idol;7lzordPuZEXxwt9aoVZYmG;70;['album rock', 'classic rock', 'dance rock', 'hard rock', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'synthpop']
Blondie;4tpUmLEVLCGFr93o8hFFIB;70;['candy pop', 'new wave pop', 'permanent wave', 'power pop', 'rock']
Blur;7MhMgCo0Bl0Kukl93PZbYS;70;['alternative rock', 'britpop', 'madchester', 'permanent wave', 'rock']
Booba;58wXmynHaAWI5hwlPZP3qL;70;['french hip hop', 'old school rap francais', 'pop urbaine', 'rap conscient']
Boyce Avenue;7CQwac16i1W5ej8YpuL3dv;70;['acoustic cover', 'neo mellow', 'viral pop']
Cali Y El Dandee;5DUlefCLzVRzNWaNURTFpK;70;['colombian pop', 'electro latino', 'latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']
Cardenales De Nuevo León;0GpuSge5ffZ053NhXxgQkV;70;['banda', 'musica mexicana', 'norteno']
Charles Ans;5lYeiQxUTcGKVgAuTqbTeL;70;['mexican hip hop', 'rap conciencia']
Cheat Codes;7DMveApC7UnC2NPfPvlHSU;70;['edm', 'pop', 'pop dance']
Chicago;3iDD7bnsjL9J4fO298r0L0;70;['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']
Ciara;2NdeV5rLm47xAvogXrYhJX;70;['dance pop', 'hip pop', 'pop', 'r&b', 'urban contemporary']
Claude Debussy;1Uff91EOsvd99rtAupatMP;70;['classical', 'impressionism', 'post-romantic era']
CNCO;0eecdvMrqBftK0M1VKhaF4;70;['boy band', 'latin pop', 'reggaeton', 'urbano latino']
Cole Swindell;1mfDfLsMxYcOOZkzBxvSVW;70;['contemporary country', 'country', 'country road', 'modern country rock']
Coolio;3y24n3XhZ96wgwRXjvS17T;70;['g funk', 'gangster rap', 'hip hop', 'west coast rap']
Crystal Castles;7K3zpFXBvPcvzhj7zlGJdO;70;['alternative dance', 'bitpop', 'digital hardcore', 'indietronica', 'neo-synthpop', 'new rave', 'nintendocore']
Daya;6Dd3NScHWwnW6obMFbl1BH;70;['pop']
deadmau5;2CIMQHirSU0MQqyYHq0eOx;70;['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']
Def Leppard;6H1RjVyNruCmrBEWRbD0VZ;70;['album rock', 'classic rock', 'glam metal', 'hard rock', 'nwobhm', 'rock']
Devi Sri Prasad;5sSzCxHtgL82pYDvx2QyEU;70;['tollywood']
Dierks Bentley;7x8nK0m0cP2ksQf0mjWdPS;70;['contemporary country', 'country', 'country road']
Dimitri Vegas & Like Mike;73jBynjsVtofjRpdpRAJGk;70;['belgian dance', 'belgian edm', 'big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']
Dina Rae;5jNmxPYz8QE5rYp4GDil8t;70;[]
DNCE;6T5tfhQCknKG4UnH90qGnz;70;['dance pop', 'pop']
Duelo;0nnp7oJpY2J6yZOqtdKaWq;70;['banda', 'musica mexicana', 'norteno', 'tejano']
Duster;5AyEXCtu3xnnsTGCo4RVZh;70;['slowcore']
Earl Sweatshirt;3A5tHz1SfngyOZM2gItYKu;70;['drumless hip hop', 'experimental hip hop', 'hip hop', 'rap', 'underground hip hop']
Elderbrook;2vf4pRsEY6LpL5tKmqWb64;70;[]
Ernia;3fhMfkPPzksWuw0hEm4ldm;70;['italian hip hop', 'italian pop', 'milan indie']
Eros Ramazzotti;61J0BktHv7PuP3tjTPYXSX;70;['italian adult pop', 'mexican pop']
Estopa;5ZqnEfVdEGmoPxtELhN7ai;70;['pop flamenco', 'rumba', 'spanish pop']
Fergie;3r17AfJCCUqC9Lf0OAc73G;70;['dance pop', 'pop']
Ferrugem;5ZfBThYiIIhL7jHMG8gDB2;70;['pagode', 'pagode novo', 'sertanejo universitario']
Fifth Harmony;1l8Fu6IkuTP0U5QetQJ5Xt;70;['girl group', 'pop', 'talent show']
Foreigner;6IRouO5mvvfcyxtPDKMYFN;70;['album rock', 'classic rock', 'glam metal', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']
Gemitaiz;4upwdFMlZBmQ68jP9jPzjK;70;['italian hip hop']
Greeicy;5dbaLmK5SHLLg8Z4CcTJpX;70;['colombian pop', 'latin pop', 'r&b en espanol', 'reggaeton', 'reggaeton colombiano', 'urbano latino']
Grupo Bryndis;44WCHvwXBOMz6nm7Mu2ReO;70;['banda', 'grupera', 'gruperas inmortales', 'grupero romantico', 'musica mexicana', 'norteno']
Gym Class Heroes;4IJczjB0fJ04gs4uvP0Fli;70;['dance pop', 'pop rap']
Haricharan;1QvyquqkuuwUzdszyoKIy4;70;['filmi']
Hiphop Tamizha;7zFBW2JxM4bgTTKxCRcS8Q;70;['desi hip hop', 'tamil hip hop', 'tamil pop']
Hollywood Undead;0CEFCo8288kQU7mJi25s6E;70;['alternative metal', 'modern rock', 'post-grunge', 'rap metal', 'rap rock']
I Prevail;3Uobr6LgQpBbk6k4QGAb3V;70;['alternative metal', 'nu-metalcore']
Iamjakehill;26JloX1vHxGGrGUVeMItFJ;70;['sad rap']
Idina Menzel;73Np75Wv2tju61Eo9Zw4IR;70;['broadway', 'hollywood', 'movie tunes', 'show tunes']
Iggy Azalea;5yG7ZAZafVaAlMTeBybKAL;70;['australian hip hop', 'dance pop', 'pop']
Indila;0FEJqmeLRzsXj8hgcZaAyB;70;['french pop']
INXS;1eClJfHLoDI4rZe5HxzBFv;70;['australian rock', 'dance rock', 'funk rock', 'new romantic', 'new wave', 'rock']
Ja Rule;1J2VVASYAamtQ3Bt8wGgA6;70;['dance pop', 'east coast hip hop', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'queens hip hop', 'rap', 'urban contemporary']
Jamie Foxx;7LnaAXbDVIL75IVPnndf7w;70;['contemporary r&b', 'hip pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']
Jaymes Young;6QrQ7OrISRYIfS5mtacaw2;70;['indie poptimism']
Jenni Rivera;5c4wQaXkNDqSOTjqX4ExAu;70;['banda', 'mariachi', 'musica mexicana', 'ranchera', 'regional mexicano femenil']
JIN;5vV3bFXnN6D6N3Nj4xRvaV;70;['k-pop']
Joe Hisaishi;7nzSoJISlVJsn7O0yTeMOB;70;['anime', 'anime score', 'japanese classical', 'japanese soundtrack', 'orchestral soundtrack']
John Lennon;4x1nvY2FN8jxqAFA0DA02H;70;['beatlesque', 'classic rock', 'rock']
Kidd Keo;0VZrPa7mWAYXH4CwmYk8Km;70;['drill espanol', 'trap latino', 'trap triste', 'urbano espanol', 'urbano latino']
Kodaline;4BxCuXFJrSWGi1KHcVqaU4;70;['irish pop', 'modern rock']
Koe Wetzel;1Tie3AZgLQZqYEp8Fv4zOZ;70;['classic texas country']
Kyla;77DAFfvm3O9zT5dIoG0eIO;70;['uk funky']
Larry June;1grN0519h2zYqpRtYbDZAl;70;['cali rap']
Lasso;3SCOuAxngTC1yGjKMcIPEd;70;['pop venezolano']
Lenny Kravitz;5gznATMVO85ZcLTkE9ULU7;70;['permanent wave', 'rock']
Leo Dan;6qhOH2mrlqUDod9sWA5kR2;70;['bolero', 'cancion melodica', 'latin pop', 'ranchera']
Lil Skies;7d3WFRME3vBY2cgoP38RDo;70;['melodic rap']
Los Invasores De Nuevo León;5CGtBYmVPeLhI1kM2Fn9Gv;70;['banda', 'musica mexicana', 'norteno']
Louis Armstrong;19eLuQmk9aCobbVDHc6eek;70;['adult standards', 'dixieland', 'harlem renaissance', 'jazz trumpet', 'new orleans jazz', 'soul', 'swing', 'vocal jazz']
Louis Tomlinson;57WHJIHrjOE3iAxpihhMnp;70;['pop']
Lucenzo;5bv5RplEOwdCvhq0EILh9E;70;['francoton', 'reggaeton']
Mabel;1MIVXf74SZHmTIp4V4paH4;70;['pop', 'uk pop']
Madlib;5LhTec3c7dcqBvpLRWbMcf;70;['abstract hip hop', 'alternative hip hop', 'hip hop', 'instrumental hip hop', 'psychedelic hip hop']
Marilyn Manson;2VYQTNDsvvKN9wmU5W7xpj;70;['alternative metal', 'hard rock', 'industrial', 'industrial metal', 'industrial rock', 'nu metal', 'post-grunge', 'rock']
MAX;1bqxdqvUtPWZri43cKHac8;70;['viral pop']
Mike Posner;2KsP6tYLJlTBvSUxnwlVWa;70;['dance pop', 'pop', 'pop rap']
MØ;0bdfiayQAKewqEvaU6rXCv;70;['danish pop', 'electropop', 'pop', 'pop dance']
Moby;3OsRAKCvk37zwYcnzRf5XF;70;['downtempo', 'electronica']
Motionless In White;6MwPCCR936cYfM1dLsGVnl;70;['alternative metal', 'metalcore']
Night Lovell;2y246nnP9pQT0E6v3ZMMOO;70;['aesthetic rap', 'canadian hip hop', 'canadian trap', 'cloud rap', 'dark trap', 'ottawa rap']
Nile Rodgers;3yDIp0kaq9EFKe07X1X2rz;70;['disco']
Old Dominion;6y8XlgIV8BLlIg1tT1R10i;70;['contemporary country', 'country', 'country road', 'modern country rock']
Owl City;07QEuhtrNmmZ0zEcqE9SF6;70;['indietronica', 'pop']
Paloma Faith;4fwuXg6XQHfdlOdmw36OHa;70;['british soul', 'talent show', 'uk pop']
Pantera;14pVkFUHDL207LzLHtSA18;70;['alternative metal', 'groove metal', 'hard rock', 'metal', 'nu metal', 'old school thrash', 'rock', 'texas metal']
Pepe Aguilar;03Yb3iBy9GCifXiATEFcit;70;['latin talent show', 'mariachi', 'musica mexicana', 'ranchera']
PnB Rock;21WS9wngs9AqFckK7yYJPM;70;['melodic rap', 'rap', 'trap']
Pouya;4nXOZlYoAD67hF9aUEncMY;70;['aesthetic rap', 'cloud rap', 'dark trap', 'miami hip hop', 'underground hip hop']
Project Pat;08Ld63UgKrJ0nZnCkzHtzc;70;['crunk', 'dirty south rap', 'gangster rap', 'memphis hip hop', 'trap']
Queens of the Stone Age;4pejUc4iciQfgdX6OKulQn;70;['alternative metal', 'alternative rock', 'grunge', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']
R. D. Burman;2JSYASbWU5Y0fVpts3Eq7g;70;['chutney', 'classic bollywood', 'filmi']
Raekwon;2yQf6b8hxahZaT5dHlWaB1;70;['east coast hip hop', 'hardcore hip hop']
Rich Chigga;2IDLDx25HU1nQMKde4n61a;70;['indonesian hip hop']
Rich The Kid;1pPmIToKXyGdsCF6LmqLmI;70;['atl hip hop', 'melodic rap', 'plugg', 'rap', 'trap']
Roberto Carlos;7fAKtXSdNInWAIf0jVUz65;70;['jovem guarda', 'mpb']
Rocío Dúrcal;2uyweLa0mvPZH6eRzDddeB;70;['cancion melodica', 'latin pop', 'ranchera']
Rvssian;1fctva4kpRbg2k3v7kwRuS;70;['reggaeton', 'trap latino', 'urbano latino']
S. Janaki;5Xpg6PBSUOoho2lI9qLjiu;70;['classic kollywood', 'filmi']
SAINt JHN;0H39MdGGX6dbnnQPt6NQkZ;70;['melodic rap', 'slap house']
Sasha Sloan;4xnihxcoXWK3UqryOSnbw5;70;['alt z']
Sean Kingston;6S0dmVVn4udvppDhZIWxCr;70;['dance pop', 'miami hip hop', 'pop']
Seether;6B5c4sch27tWHAGdarpPaW;70;['alternative metal', 'nu metal', 'post-grunge', 'south african rock']
Selena Gomez & The Scene;6dJeKm76NjfXBNTpHmOhfO;70;['pop']
Shakewell;1w7GLktHE8w0aEhhaZ0QKB;70;['dark trap']
Shankar-Ehsaan-Loy;0L5GV6LN8SWWUWIdBbTLTZ;70;['filmi', 'modern bollywood']
