name;id;popularity;genres
Camila Cabello;4nDoRrQiYLoBzwC5BhVJzF;82;pop
Christian Nodal;0XwVARXT135rw8lyw1EeWP;82;mexicana
Cigarettes After Sex;1QAJqy2dA3ihHBFIHRphZj;82;pop
DaBaby;4r63FhuTkUYltbVAg5TQnk;82;rap
Daft Punk;4tZwfgrHOc3mvqYlEYSvVi;82;rock
Daniel Caesar;20wkVLutqVOYrc0kxFs7rA;82;r&b
Don Omar;33ScadVnbm2X8kkUqOkC6Z;82;baile latino
Ellie Goulding;0X2BH1fck6amBIoJhDVmmJ;82;pop
Fleetwood Mac;08GQAI4eElDnROBrJRGE0X;82;rock
Henrique & Juliano;3p7PcrEHaaKLJnPUGOtRlT;82;brazilian
Jorge & Mateus;1elUiq4X7pxej6FRlrEzjM;82;brazilian
Kodak Black;46SHBwWsqBkxI7EeeBEQG7;82;rap
Miguel;360IAlyVv4PCEVjgyMZrxK;82;r&b
Nengo Flow;12vb80Km0Ew53ABfJOepVz;82;baile latino
Nirvana;6olE6TJLqED3rqDCT0FyPh;82;rock
Rels B;2IMZYfNi21MGqxopj9fWx8;82;rap
Sech;2cquAhD0Pl4KGCODyGHmq0;82;baile latino
Steve Lacy;57vWImR43h4CaDao012Ofp;82;other
Ty Dolla $ign;7c0XG5cIJTrrAgEC3ULPiq;82;rap
Yandel;0eHQ9o50hj6ZDNBt6Ys1sD;82;baile latino
Måneskin;0lAWpj5szCSwM4rUMHYmrr;81;rock
2Pac;1ZwdS5xdxEREPySFridCfh;81;rap
A.R. Rahman;1mYsTxnqsietFxj1OgoGbG;81;filmi
ABBA;0LcJLqbBmaGUft1e9Mm8HV;81;pop
Akon;0z4gvV4rjIZ9wHck67ucSV;81;pop
Alan Walker;7vk5e3vY1uw9plTHJAMwjN;81;other
Ava Max;4npEfmQ6YuiwW1GpUmaq3F;81;pop
Becky G;4obzFoKoKRHIphyHzJ35G3;81;baile latino
Britney Spears;26dSoYclwsYLMAKD3tpOr4;81;pop
Cardi B;4kYSro6naA4h99UJvo89HB;81;rap
Cartel De Santa;07PdYoE4jVRF6Ut40GgVSP;81;mexicana
Dr. Dre;6DPYiyq5kWVQS4RGwxzPC7;81;rap
Fall Out Boy;4UXqAaa6dQYAk18Lv7PEgX;81;rock
Grupo Firme;7DicScso20Bic7AwWBgRGd;81;mexicana
Hozier;2FXC3k01G6Gw61bmprjgqS;81;rock
James Arthur;4IWBUUAFIplrNtaOHcJPRM;81;pop
Jul;3IW7ScrzXmPvZhB27hmfgy;81;rap
Justin Quiles;14zUHaJZo1mnYtn6IBRaRP;81;baile latino
Kid Cudi;0fA0VVWsXO9YnASrzqfmYu;81;rap
Labrinth;2feDdbD5araYcm6JhFHHw7;81;pop
Mac Demarco;3Sz7ZnJQBIHsXLUSo0OQtM;81;edm
Marca Registrada;33z3dodBumcusMi3hfmzyR;81;mexicana
Meghan Trainor;6JL8zeS1NmiOftqZTRgdTz;81;hip-hop
Nicky Jam;1SupJlEpv7RS2tPNRaHViT;81;baile latino
Pharrell Williams;2RdwBSPQiwcmiDo9kixcl8;81;pop
Pink Floyd;0k17h0D3J5VfsdmQ1iZtE9;81;rock
Quavo;0VRj0yCOv2FXJNP47XQnx5;81;rap
Sean Paul;3Isy6kedDrgPYoTS1dazA9;81;rap
Sebastian Yatra;07YUOmWljBTXwIseAUd9TW;81;baile latino
Shreya Ghoshal;0oOet2f43PA68X5RxKobEy;81;filmi
Tame Impala;5INjqkS1o8h1imAzPqGZBb;81;rock
The Black Eyed Peas;1yxSLGMDHlW21z4YXirZDS;81;rap
The Chainsmokers;69GGBxA162lTqCwzJG5jLp;81;pop
Tory Lanez;2jku7tDXc6XoB6MO2hFuqg;81;rap
Twenty One Pilots;3YQKmKGau1PzlVlkL1iodx;81;rock
Tyga;5LHRHt1k9lMyONurDHEdrp;81;rap
Wisin & Yandel;1wZtkThiXbVNtj6hee6dz9;81;baile latino
Alok;0NGAZxHanS9e0iNHpR8f2W;80;brazilian
Amitabh Bhattacharya;2fMqTqiTxUDlmcOEPaQSsx;80;filmi
Banda Sinaloense MS de Sergio Lizárraga;2C6i0I5RiGzDKN9IAF8reh;80;mexicana
Bob Marley & The Wailers;2QsynagSdAqZj3U9HgDzjD;80;reggae
Bryson Tiller;2EMAnMvWE2eb56ToJVfCWs;80;rap
Burna Boy;3wcj11K77LjEY1PkEazffa;80;hip-hop
Chase Atlantic;7cYEt1pqMgXJdq00hAwVpT;80;r&b
Childish Gambino;73sIBHcqh3Z3NyqHKZ7FOL;80;rap
Conan Gray;4Uc8Dsxct0oMqx0P6i60ea;80;pop
Creedence Clearwater Revival;3IYUhFvPQItj6xySrBmZkd;80;country
Demi Lovato;6S2OmqARrzebs0tKUEyXyp;80;pop
Green Day;7oPftvlwr6VrsViSDV7fJY;80;rock
Guns N' Roses;3qm84nBOXUEQ2vnTfUTTFC;80;metal
Gusttavo Lima;7MiDcPa6UiV3In7lIM71IN;80;brazilian
Jack Harlow;2LIk90788K0zvyj2JJVwkJ;80;rap
Justin Timberlake;31TPClRtHm23RisEBtV3X7;80;pop
Kygo;23fqKkggKUBHNkbKtXEls4;80;edm
Paramore;74XFHRwlV6OrjEM0A2NCMF;80;rock
Phoebe Bridgers;1r1uxoy19fzMxunt3ONAkG;80;pop
Radiohead;4Z8W4fKeB5YxbusRsdQVPb;80;rock
Rammstein;6wWVKhxIU2cEi0K81v7HvP;80;metal
RAYE;5KKpBU5eC2tJDzf0wmlRp2;80;r&b
Robin Schulz;3t5xRXzsuZmMDkQzgOX35S;80;edm
Sabrina Carpenter;74KM79TiuVKeVCqs8QtB0B;80;pop
Sfera Ebbasta;23TFHmajVfBtlRx5MXqgoz;80;rap
Sidhu Moose Wala;4PULA4EFzYTrxYvOVlwpiQ;80;hip-hop
System Of A Down;5eAWCfyUhZtHHtBdNk56l1;80;metal
Tanishk Bagchi;4f7KfxeHq9BiylGmyXepGt;80;filmi
The 1975;3mIj9lX2MWuHmhNCA7LSCW;80;rock
TV Girl;0Y6dVaC9DZtPNH4591M42W;80;other
Usher;23zg3TcAtWQy7J6upgbUnj;80;rap
5 Seconds of Summer;5Rl15oVamLq7FbSb0NNBNy;79;pop
Alfredo Olivas;5xYNmNkaWRqu3e5F4UXME8;79;mexicana
Alka Yagnik;3gBKY0y3dFFVRqicLnVZYz;79;filmi
Anderson .Paak;3jK9MiCrA42lLAdMGUZpwa;79;hip-hop
Anitta;7FNnA9vBm6EKceENgCGRMb;79;pop
Anne-Marie;1zNqDE7qDGCsyzJwohVaoX;79;pop
Bon Jovi;58lV9VcRSjABbAbfWS6skp;79;metal
Chris Stapleton;4YLtscXsxbVgi031ovDDdh;79;country
Danny Ocean;5H1nN1SzW0qNeUEZvuXjAj;79;baile latino
De La Ghetto;3EiLUeyEcA6fbRPSHkG5kb;79;baile latino
Deftones;6Ghvu1VvMGScGpOUJBAHNH;79;metal
Diplo;5fMUXHkw8R8eOP2RNVYEZX;79;edm
Elvis Presley;43ZHCT0cAZBISjO8DG9PnE;79;rock
Flo Rida;0jnsk9HBra6NMjO2oANoPY;79;rap
Foo Fighters;7jy3rLJdDQY21OgRLCZ9sD;79;metal
Jason Derulo;07YZf4WDAMNwqr4jfgOZ8y;79;pop
John Mayer;0hEurMDQu99nJRq8pTxO14;79;other
Kim Petras;3Xt3RrJMFv5SZkCfUE8C1J;79;pop
Lenny Tavárez;1pQWsZQehhS4wavwh7Fnxd;79;baile latino
Lil Yachty;6icQOAFXDZKsumw3YXyusw;79;rap
Lizzo;56oDRnqbIiwx4mymNEv7dS;79;rap
Ludovico Einaudi;2uFUBdaVGtyMqckSeCl0Qj;79;classical
Machine Gun Kelly;6TIYQ3jFPwQSRmorSezPxX;79;rap
Macklemore;3JhNCzhSMTxs9WLGJJxWOY;79;rap
Matheus & Kauan;2Z0lRIqr997lIUiPtrpKCr;79;brazilian
Mitski;2uYWxilOVlUdk4oV9DvwqK;79;other
Ne-Yo;21E3waRsmPlU7jZsS13rcj;79;r&b
Niall Horan;1Hsdzj7Dlq2I7tHP7501T4;79;pop
Ninho;6Te49r3A6f5BiIgBRxH7FH;79;hip-hop
Oliver Tree;6TLwD7HPWuiOzvXEa3oCNe;79;hip-hop
Panic! At The Disco;20JZFwl6HVl6yg8a4H3ZqK;79;pop
PARTYNEXTDOOR;2HPaUgqeutzr3jx5a9WyDV;79;rap
Reik;0vR2qb8m9WHeZ5ByCbimq2;79;baile latino
SEVENTEEN;7nqOGRxlXj7N2JYbgNEjYH;79;pop
Shiloh Dynasty;1wxPItEzr7U7rGSMPqZ25r;79;other
Skrillex;5he5w2lnU9x7JFhnwcekXX;79;edm
Slipknot;05fG473iIaoy82BF1aGhL8;79;metal
The Notorious B.I.G.;5me0Irg2ANcsgc93uaYrpb;79;rap
The Rolling Stones;22bE4uQ6baNwSHPVcDxLCe;79;rock
U2;51Blml2LZPmy7TTiAg47vQ;79;rock
070 Shake;12Zk1DFhCbHY6v3xep2ZjI;78;rap
6LACK;4IVAbR2w4JJNJDDRFP3E83;78;rap
Alicia Keys;3DiDSECUqqY1AuBP8qtaIa;78;r&b
Aventura;1qto4hHid1P71emI6Fd8xi;78;baile latino
Big Sean;0c173mlxpT3dSFRgMO8XPh;78;rap
blackbear;2cFrymmkijnjDg9SS92EPM;78;pop
blink-182;6FBDaR13swtiWwGhX1WQsP;78;metal
Bring Me The Horizon;1Ffb6ejR6Fe5IamqA5oRUF;78;metal
Bryant Myers;6w9ToX5slZ4uIdmD17hJ3c;78;baile latino
Calum Scott;6ydoSd3N2mwgwBHtF6K7eX;78;pop
Christina Aguilera;1l7ZsJRRS8wlW3WfJfPfNS;78;pop
David Bowie;0oSGxfWSnnOXhD2fKuz2Gy;78;rock
Depeche Mode;762310PdDnwsDxAQxzQkfX;78;rock
DJ Khaled;0QHgL1lAIqAw0HtD7YldmP;78;rap
DJ Luian;64aJYyrXljOodnUG6jvhRD;78;baile latino
DJ Snake;540vIaP2JwjQb9dm3aArA4;78;rap
El Alfa;2oQX8QiMXOyuqbcZEFsZfm;78;baile latino
Elley Duhé;67MNhiAICFY6Pwc2YxCO0K;78;other
Glass Animals;4yvcSjfu4PC0CYQyLy4wSq;78;rock
Gucci Mane;13y7CgLHjMVRMDqxdx0Xdo;78;rap
Hugo & Guilherme;1LIuN7ov1IBQDdLsU83ojl;78;brazilian
Israel & Rodolffo;41QLxRXlc2NwfJZkHGHKid;78;brazilian
J.I.D;6U3ybJ9UHNKEdsH7ktGBZ7;78;rap
Jhene Aiko;5ZS223C6JyBfXasXxrRqOk;78;r&b
Johann Sebastian Bach;5aIqB5nVVvmFsvSdExz408;78;classical
Jubin Nautyal;1tqysapcCh1lWEAc9dIFpa;78;filmi
League of Legends;47mIJdHORyRerp4os813jD;78;other
Led Zeppelin;36QJpDe2go2KgaRleHCDTp;78;rock
Logic;4xRYI6VqpkE3UwrDrAZL8L;78;rap
Madonna;6tbjWDEIzxoDsBA1FuhfPW;78;pop
Maiara & Maraisa;59jlthNnbmim5l9tmNA7se;78;brazilian
Mambo Kingz;2T1aUibqR2QC2sINIDQOAK;78;baile latino
Maná;7okwEbXzyT2VffBmyQBWLz;78;rock
Mariah Carey;4iHNK0tOyZPYnBU7nGAgpQ;78;pop
Migos;6oMuImdp5ZcFhWP0ESe6mG;78;rap
My Chemical Romance;7FBcuc1gsnv6Y1nwFtNRCb;78;rock
Offset;4DdkRBBYG6Yk9Ka8tdJ9BW;78;rap
Paulo Londra;3vQ0GE3mI0dAaxIMYe5g7z;78;rap
Plan B;2jSGzJw0ebJLu7OLVSOcBP;78;baile latino
Russ;1z7b1Pr1rSlvWRzsW3HOrS;78;hip-hop
Santa Fe Klan;4tm8CEdm4pkQsEh4jIr9Yp;78;mexicana
Swae Lee;1zNqQNIdeOUZHb8zbZRFMX;78;rap
T-Pain;3aQeKQSyrW4qWr35idm0cy;78;rap
The Killers;0C0XlULifJtAgn6ZNCW2eu;78;rock
The Lumineers;16oZKvXb6WkQlVAjwo2Wbg;78;rock
Timbaland;5Y5TRrQiqgUO4S36tzjIRZ;78;rap
Tom Odell;2txHhyCwHjUEpJjWrEyqyX;78;pop
Udit Narayan;70B80Lwx2sxti0M1Ng9e8K;78;filmi
WizKid;3tVQdUvClmAT7URs9V3rsp;78;hip-hop
Zion & Lennox;21451j1KhjAiaYKflxBjr1;78;baile latino
Aerosmith;7Ey4PD4MYsKc5I2dolUwbH;77;rock
Alec Benjamin;5IH6FPUwQTxPSXurCrcIov;77;pop
Alejandro Fernandez;6sq1yF0OZEWA4xoXVKW1L9;77;mexicana
Alejandro Sanz;5sUrlPAHlS9NEirDB8SEbF;77;pop
Atif Aslam;2oSONSC9zQ4UonDKnLqksx;77;filmi
Bee Gees;1LZEQNv7sE11VDY3SdxQeN;77;rock
Bibi und Tina;2x8vG4f0HYXzMEo3xNsoiI;77;other
Billy Joel;6zFYqv1mOsgBRQbae3JJ9e;77;rock
Bonez MC;1aS5tqEs9ci5P9KD9tZWa6;77;hip-hop
Calibre 50;4jogXSSvlyMkODGSZ2wc2P;77;mexicana
Dalex;0KPX4Ucy9dk82uj4GpKesn;77;baile latino
Damso;2UwqpfQtNuhBwviIC0f2ie;77;rap
Dean Lewis;3QSQFmccmX81fWCUSPTS7y;77;pop
Enrique Iglesias;7qG3b048QCHVRO5Pv1T5lw;77;pop
Felix Jaehn;4bL2B6hmLlMWnUEZnorEtG;77;edm
Filipe Ret;7gJN8W0589FisSYJS17K54;77;rap
Freddie Dredd;0dlDsD7y6ccmDm8tuWCU6F;77;rap
Gera MXM;2hejA1Dkf8v8R0koF44FvW;77;rap
Hans Zimmer;0YC192cP3KPCRWx8zr8MfZ;77;other
Jack Johnson;3GBPw9NK25X1Wt2OUvOwY3;77;other
Joan Sebastian;7FsRH5bw8iWpSbMX1G7xf1;77;mexicana
John Legend;5y2Xq6xcjJb2jVM54GHK3t;77;soul
Jonas Brothers;7gOdHgIoIKoe4i9Tta6qdD;77;pop
Kesha;6LqNN22kT3074XbTVUrhzX;77;pop
Key Glock;0RESbWvOMyua0yuyVrztJ5;77;rap
Lauv;5JZ7CnR6gTvEMKX4g70Amv;77;pop
Lorde;163tK9Wjr9P9DmM0AVK7lm;77;pop
Los Angeles Azules;0ZCO8oVkMj897cKgFH7fRW;77;mexicana
Lost Frequencies;7f5Zgnp2spUuuzKplmRkt7;77;edm
Luan Santana;3qvcCP2J0fWi0m0uQDUf6r;77;brazilian
Ludacris;3ipn9JLAPI5GUEo4y4jcoi;77;rap
Luke Bryan;0BvkDsjIUla7X0k6CSWh1I;77;country
Marc Anthony;4wLXwxDeWQ8mtUIRPxGiD6;77;baile latino
Martin Garrix;60d24wfXkVzDSfLS6hyCjZ;77;edm
Mc Don Juan;7Lmrb6KcIzfkmgbtokjsAL;77;other
MF DOOM;2pAWfrd7WFF3XhVt9GooDL;77;hip-hop
Moneybagg Yo;3tJoFztHeIJkJWMrx0td2f;77;rap
Nate Dogg;1Oa0bMld0A3u5OTYfMzp5h;77;rap
Nelly Furtado;2jw70GZXlAI8QzWeY2bgRc;77;pop
Nickelback;6deZN1bslXzeGvOLaLMOIF;77;metal
Oasis;2DaxqgrOhkeH0fpeiQq2f4;77;rock
R3HAB;6cEuCEZu7PAE9ZSzLLc2oQ;77;edm
RAF Camora;0Dvx6p8JDyzeOPGmaCIH1L;77;hip-hop
Rex Orange County;7pbDxGE6nQSZVfiFdq9lOL;77;pop
Ricardo Arjona;0h1zs4CTlU9D2QtgPxptUD;77;pop
Rick Ross;1sBkRIssrMs1AbVkOJbc7a;77;rap
S. P. Balasubrahmanyam;2ae6PxICSOZHvjqiCcgon8;77;filmi
Sid Sriram;7qjJw7ZM2ekDSahLXPjIlN;77;filmi
Sleepy hallow;6EPlBSH2RSiettczlz7ihV;77;rap
The Cure;7bu3H8JO7d0UbMoVzbo70s;77;rock
The Offspring;5LfGQac0EIXyAN8aUwmNAQ;77;metal
The Strokes;0epOFNiUfyON9EYx7Tpr6V;77;rock
Tyler Childers;13ZEDW6vyBF12HYcZRr4EV;77;country
Vance Joy;10exVja0key0uqUkk6LJRT;77;rock
Vicente Fernández;4PPoI9LuYeFX8V674Z1R6l;77;other
Vishal-Shekhar;6Mv8GjQa7LKUGCAqa9qqdb;77;filmi
Wesley Safadão;1AL2GKpmRrKXkYIcASuRFa;77;brazilian
White Noise Baby Sleep;4W12lEvVl5wectUtRNrvDh;77;other
Whitney Houston;6XpaIBNiVzIetEPCWDvAFP;77;pop
Yuvan Shankar Raja;6AiX12wXdXFoGJ2vk8zBjy;77;filmi
Zara Larsson;1Xylc3o4UrD53lo9CvFvVg;77;pop
ZAYN;5ZsFI1h6hIdQRw2ti0hz81;77;pop
Zé Neto & Cristiano;487N2T9nIPEHrlTZLL3SQs;77;brazilian
2 Chainz;17lzZA2AlOHwCwFALHttmp;76;rap
Aleman;4QFG9KrGWEbr6hNA58CAqE;76;rap
Alesso;4AVFqumd2ogHFlRbKIjp1t;76;edm
Amy Winehouse;6Q192DXotxtaysaqNPy5yR;76;soul
Avril Lavigne;0p4nmQO2msCgU4IF37Wi3j;76;pop
Backstreet Boys;5rSXSAkZ67PYJSvpUpkOr7;76;pop
Badshah;0y59o4v8uw5crbN9M3JiL1;76;filmi
Becky Hill;4EPJlUEBy49EX1wuFOvtjK;76;pop
BONES;5v2WhpA59TJSdPh7LCx1lN;76;rap
Bruce Springsteen;3eqjTLE0HfPfh78zjh6TqT;76;rock
Charli XCX;25uiPmTg16RbhZWAqwLBy5;76;pop
Clairo;3l0CmX0FuQjFxr8SK7Vqag;76;pop
Darell;1TtXnWcUs0FCkaZDPGYHdf;76;baile latino
Dire Straits;0WwSkZ7LtFUFjGjMZBMt6T;76;rock
Eagles;0ECwFtbIWEVNwjlrfc6xoL;76;rock
Florence + The Machine;1moxjboGR7GNWYIMWsRjgG;76;rock
Florida Georgia Line;3b8QkneNDz4JHKKKlLgYZg;76;country
Frank Sinatra;1Mxqyy3pSjf8kZZL4QVxS0;76;other
G-Eazy;02kJSzxNuaWGqwubyUba0Z;76;rap
George Ezra;2ysnwxxNtSgbb9t1m2Ur4j;76;pop
Ghost B.C.;1Qp56T7n950O3EGMsSl81D;76;metal
Gue Pequeno;7F2utINZ6tSokSiZTQBE27;76;hip-hop
H.E.R.;3Y7RZ31TRPVadSFVy1o8os;76;rap
Ice Cube;3Mcii5XWf6E0lrY3Uky4cA;76;rap
IU;3HqSLMAZ3g3d5poNaI7GOU;76;pop
Jennifer Lopez;2DlGxzQSjYe5N6G9nkYghR;76;pop
Jonas Blue;1HBjj22wzbscIZ9sEb5dyf;76;pop
Juanes;0UWZUmn7sybxMCqrw9tGa7;76;rock
K.K.;4PzJg8i4bHh9DQIKt82XZR;76;filmi
Kehlani;0cGUm45nv7Z6M6qdXYQGTX;76;r&b
KK;4fEkbug6kZzzJ8eYX6Kbbp;76;filmi
Korn;3RNrq3jvMZxD9ZyoOZbQOD;76;metal
Lata Mangeshkar;61JrslREXq98hurYL2hYoc;76;filmi
Little Mix;3e7awlrlDSwF3iM0WBjGMp;76;pop
Los Tigres Del Norte;3hYtANQYrE6pd2PbtEyTIy;76;mexicana
Maher Zain;6PUZZX4GCzeFS0GaDWxVwz;76;other
Meek Mill;20sxb77xiYeusSH8cVdatc;76;rap
Muse;12Chz98pHFMPJEknJQMWvI;76;rock
Noah Kahan;2RQXRUsr4IW1f3mKyKsy4B;76;other
Phil Collins;4lxfqrEsLX6N1N4OCSkILp;76;rock
Piso 21;4bw2Am3p9ji3mYsXNXtQcd;76;baile latino
