name;id;popularity
Sam Smith;2wY79sveU1sp5g7SokKOiI;87
XXXTENTACION;15UsOTVnJzReFVN1VCnxy4;87
$uicideBoy$;1VPmR4DJC1PlOtd0IADAO0;86
Adele;4dpARuHxo51G3z768sgnrY;86
Arcangel;4SsVbpTthjScTS7U2hmr1X;86
Arcangel;0tFLR2IJlrWQow9YuNhD2Y;86
BLACKPINK;41MozSoPIsD1dJM0CLPjZF;86
Kali Uchis;1U1el3k54VvEUzo3ybLPlM;86
Khalid;6LuN9FCkKOj5PcnpouEgny;86
Lady Gaga;1HY2Jd0NmPuamShAr6KMms;86
Lil Wayne;55Aa2cqylxrFIXC767Z865;86
Luke Combs;718COspgdWOnwOFpJHRZHS;86
Maroon 5;04gDigrS5kc9YWfZHwBETP;86
Melanie Martinez;63yrD80RY3RNEM2YDpUpO8;86
One Direction;4AK6F7OLvEQ5QYCBNiQWHq;86
Selena Gomez;0C8ZW7ezQVs4URX5aX7Kqx;86
Frank Ocean;2h93pZq0e7k5yf4dywlkpM;85
JAY Z;3nFkdlSjzX9mRTtwJOzDYB;85
Jay-Z;0Ou5Z7WQUrz6uWquJBHnaS;85
Katy Perry;6jJ0s89eD6GaHleKKya26X;85
Maluma;1r4hJ1h58CWwUQe3MxPuau;85
Manuel Turizo;0tmwSHipWxN12fsoLcFU3B;85
NF;6fOMl44jA4Sp5b9PpYCkzz;85
Queen;1dfeR4HaWDbWqFHLkxsg1d;85
Queen;6CUpPWrwkGZotsD13kZcii;85
Sia;5WUlDfRSoLAfcVSX1WnrxN;85
The Beatles;3WrFJ7ztbogyGnTHbHJFl2;85
Tiësto;2o5jDhtHVPhrJdv3cEQ99Z;85
Tiësto - www.tiesto.com;5D4j3lWzZSESIsCb5xSXvk;85
Tiësto vs Diplo;1ouOm2gd2sdGJC97nn9Cmw;85
Young Thug;50co4Is1HCEo8bhOyUWKpn;85
50 Cent;3q7HBObVc0L8jNeTe5Gofh;84
Duki;1bAftSH8umNcGZ0uyV7LMg;84
Elton John;3PhoLpVuITZKcymswpck5b;84
Farruko;329e4yvIujISKGKz1BZZbO;84
Farruko;7EH2aHQjgc5pSCVTWRtssl;84
Gunna;2hlmm7s2ICUX0LVIhVFlZQ;84
Gunna;3fDaC6XTlJBTpvLk4SFInt;84
Lil Peep;2kCcBybjl3SAtIcwdWpUe3;84
Mac Miller;4LLpKhyESsyAXpc4laK94U;84
Marshmello;64KEffDW9EtZ1y2vBYgq8T;84
Metallica;2ye2Wgw4gimLv2eAKyk1NB;84
NBA Youngboy;5nit4tEonTB3KHl6hWp1OP;84
Olivia Rodrigo;1McMsnEElThX1knmY4oliG;84
OneRepublic;5Pwc4xIPtQLFEnJriah9YJ;84
Romeo Santos;5lwmRuXgjX8xIwlnauTZIP;84
Shawn Mendes;7n2wHs1TKAczGzO7Dd2rGr;84
Snoop Dogg;7hJcb9fa4alzcOq3EaNPoG;84
The Neighbourhood;77SW9BnxLY8rJ0RciFqkHh;84
YoungBoy Never Broke Again;7wlFDEWiM5OoIAt8RSli8b;84
A$AP Rocky;13ubrt8QOOCPljQ2FL1Kca;83
Anirudh Ravichander;4zCH9qm4R2DADamUHMCa6O;83
Bebe Rexha;64M6ah0SkkRsnPGtGiRAbb;83
Brent Faiyaz;3tlXnStJ1fFhdScmQeLpuG;83
Charlie Puth;6VuMaDnrHyPL1p4EHjYLi7;83
Gorillaz;3AA28KZvwAUcZuOKwyblJQ;83
Halsey;26VFTg2z8YR0cCuwLzESi2;83
Joji;3MZsBdqDrRTJihTHQrO6Dq;83
Lewis Capaldi;4GNC7GD6oZMSxPGyXy4MNB;83
Lil Durk;3hcs9uc56yIGFCSy9leWe7;83
Luis Miguel;2nszmSgqreHSdJA3zWPyrW;83
Marília Mendonça;1yR65psqiazQpeM79CcGh8;83
Michael Jackson;3fMbdgg4jU18AjLCKBhRSm;83
Morat;5C4PDR4LnhZTbVnKWXuDKD;83
P!nk;1KCSPY1glIKqW2TotWuXOR;83
Pitbull;0TnOYISbd1XYRBk9myaseg;83
Playboi Carti;699OTQXzgjhIYAHMy9RyPD;83
Red Hot Chili Peppers;0L8ExT028jH3ddEcZwqJJ5;83
TINI;7vXDAI8JwjW531ouMGbfcp;83
Trippie Redd;6Xgp2XMz1fhVYe7i6yNAax;83
TWICE;7n2Ycct7Beij7Dj7meI4X0;83
Wiz Khalifa;137W8MRPWKqSmrBGDBFSop;83
A Boogie Wit da Hoodie;31W5EY0aAly4Qieq6OFu6I;82
AC/DC;711MCceyCBcFnzjGY4Q7Un;82
Avicii;1vCWHaC5f2uS3yhpwWbIA6;82
Camila Cabello;4nDoRrQiYLoBzwC5BhVJzF;82
Christian Nodal;0XwVARXT135rw8lyw1EeWP;82
Cigarettes After Sex;1QAJqy2dA3ihHBFIHRphZj;82
DaBaby;4r63FhuTkUYltbVAg5TQnk;82
Daft Punk;4tZwfgrHOc3mvqYlEYSvVi;82
Daniel Caesar;20wkVLutqVOYrc0kxFs7rA;82
Don Omar;33ScadVnbm2X8kkUqOkC6Z;82
Ellie Goulding;0X2BH1fck6amBIoJhDVmmJ;82
Fleetwood Mac;08GQAI4eElDnROBrJRGE0X;82
Henrique & Juliano;3p7PcrEHaaKLJnPUGOtRlT;82
Jorge & Mateus;1elUiq4X7pxej6FRlrEzjM;82
Kodak Black;46SHBwWsqBkxI7EeeBEQG7;82
Miguel;360IAlyVv4PCEVjgyMZrxK;82
Nengo Flow;12vb80Km0Ew53ABfJOepVz;82
Nirvana;6olE6TJLqED3rqDCT0FyPh;82
Rels B;2IMZYfNi21MGqxopj9fWx8;82
Sech;2cquAhD0Pl4KGCODyGHmq0;82
Steve Lacy;57vWImR43h4CaDao012Ofp;82
Ty Dolla $ign;7c0XG5cIJTrrAgEC3ULPiq;82
Yandel;0eHQ9o50hj6ZDNBt6Ys1sD;82
2Pac;1ZwdS5xdxEREPySFridCfh;81
A.R. Rahman;1mYsTxnqsietFxj1OgoGbG;81
ABBA;0LcJLqbBmaGUft1e9Mm8HV;81
Akon;0z4gvV4rjIZ9wHck67ucSV;81
Alan Walker;7vk5e3vY1uw9plTHJAMwjN;81
Ava Max;4npEfmQ6YuiwW1GpUmaq3F;81
Becky G;4obzFoKoKRHIphyHzJ35G3;81
Britney Spears;26dSoYclwsYLMAKD3tpOr4;81
Cardi B;4kYSro6naA4h99UJvo89HB;81
Cartel De Santa;07PdYoE4jVRF6Ut40GgVSP;81
Dr. Dre;6DPYiyq5kWVQS4RGwxzPC7;81
Fall Out Boy;4UXqAaa6dQYAk18Lv7PEgX;81
Grupo Firme;7DicScso20Bic7AwWBgRGd;81
Grupo Marca Registrada;1gW6pz5n1aK249L0GvfQCC;81
Hozier;2FXC3k01G6Gw61bmprjgqS;81
James Arthur;4IWBUUAFIplrNtaOHcJPRM;81
Jul;3IW7ScrzXmPvZhB27hmfgy;81
Justin Quiles;14zUHaJZo1mnYtn6IBRaRP;81
Kid Cudi;0fA0VVWsXO9YnASrzqfmYu;81
Labrinth;2feDdbD5araYcm6JhFHHw7;81
Mac Demarco;3Sz7ZnJQBIHsXLUSo0OQtM;81
Marca Registrada;33z3dodBumcusMi3hfmzyR;81
Meghan Trainor;6JL8zeS1NmiOftqZTRgdTz;81
Nicky Jam;1SupJlEpv7RS2tPNRaHViT;81
Pharrell Williams;2RdwBSPQiwcmiDo9kixcl8;81
Pink Floyd;0k17h0D3J5VfsdmQ1iZtE9;81
Quavo;0VRj0yCOv2FXJNP47XQnx5;81
Sean Paul;3Isy6kedDrgPYoTS1dazA9;81
Sebastian Yatra;07YUOmWljBTXwIseAUd9TW;81
Shreya Ghoshal;0oOet2f43PA68X5RxKobEy;81
Tame Impala;5INjqkS1o8h1imAzPqGZBb;81
The Black Eyed Peas;1yxSLGMDHlW21z4YXirZDS;81
The Chainsmokers;69GGBxA162lTqCwzJG5jLp;81
Tory Lanez;2jku7tDXc6XoB6MO2hFuqg;81
Twenty One Pilots;3YQKmKGau1PzlVlkL1iodx;81
Tyga;5LHRHt1k9lMyONurDHEdrp;81
Wisin & Yandel;1wZtkThiXbVNtj6hee6dz9;81
Alok;0NGAZxHanS9e0iNHpR8f2W;80
Amitabh Bhattacharya;2fMqTqiTxUDlmcOEPaQSsx;80
Banda Sinaloense MS de Sergio Lizárraga;2C6i0I5RiGzDKN9IAF8reh;80
Bob Marley & The Wailers;2QsynagSdAqZj3U9HgDzjD;80
Bryson Tiller;2EMAnMvWE2eb56ToJVfCWs;80
Burna Boy;3wcj11K77LjEY1PkEazffa;80
Chase Atlantic;7cYEt1pqMgXJdq00hAwVpT;80
Childish Gambino;73sIBHcqh3Z3NyqHKZ7FOL;80
Conan Gray;4Uc8Dsxct0oMqx0P6i60ea;80
Creedence Clearwater Revival;3IYUhFvPQItj6xySrBmZkd;80
Demi Lovato;6S2OmqARrzebs0tKUEyXyp;80
Green Day;7oPftvlwr6VrsViSDV7fJY;80
Guns N' Roses;3qm84nBOXUEQ2vnTfUTTFC;80
Gusttavo Lima;7MiDcPa6UiV3In7lIM71IN;80
Jack Harlow;2LIk90788K0zvyj2JJVwkJ;80
Justin Timberlake;31TPClRtHm23RisEBtV3X7;80
Kygo;23fqKkggKUBHNkbKtXEls4;80
Paramore;74XFHRwlV6OrjEM0A2NCMF;80
Phoebe Bridgers;1r1uxoy19fzMxunt3ONAkG;80
Radiohead;4Z8W4fKeB5YxbusRsdQVPb;80
Rammstein;6wWVKhxIU2cEi0K81v7HvP;80
RAYE;5KKpBU5eC2tJDzf0wmlRp2;80
Robin Schulz;3t5xRXzsuZmMDkQzgOX35S;80
Sabrina Carpenter;74KM79TiuVKeVCqs8QtB0B;80
Sfera Ebbasta;23TFHmajVfBtlRx5MXqgoz;80
Sidhu Moose Wala;4PULA4EFzYTrxYvOVlwpiQ;80
System Of A Down;5eAWCfyUhZtHHtBdNk56l1;80
Tanishk Bagchi;4f7KfxeHq9BiylGmyXepGt;80
The 1975;3mIj9lX2MWuHmhNCA7LSCW;80
TV Girl;0Y6dVaC9DZtPNH4591M42W;80
Usher;23zg3TcAtWQy7J6upgbUnj;80
5 Seconds of Summer;5Rl15oVamLq7FbSb0NNBNy;79
Alfredo Olivas;5xYNmNkaWRqu3e5F4UXME8;79
Alka Yagnik;3gBKY0y3dFFVRqicLnVZYz;79
Anderson .Paak;3jK9MiCrA42lLAdMGUZpwa;79
Anitta;7FNnA9vBm6EKceENgCGRMb;79
Anne-Marie;1zNqDE7qDGCsyzJwohVaoX;79
Bon Jovi;58lV9VcRSjABbAbfWS6skp;79
Chris Stapleton;4YLtscXsxbVgi031ovDDdh;79
Danny Ocean;5H1nN1SzW0qNeUEZvuXjAj;79
De La Ghetto;3EiLUeyEcA6fbRPSHkG5kb;79
Deftones;6Ghvu1VvMGScGpOUJBAHNH;79
Diplo;5fMUXHkw8R8eOP2RNVYEZX;79
Elvis Presley;43ZHCT0cAZBISjO8DG9PnE;79
Flo Rida;0jnsk9HBra6NMjO2oANoPY;79
Florida;6CvmvhMZmm1Y9eW8tzWlPp;79
Foo Fighters;7jy3rLJdDQY21OgRLCZ9sD;79
Jason Derulo;07YZf4WDAMNwqr4jfgOZ8y;79
John Mayer;0hEurMDQu99nJRq8pTxO14;79
Kim Petras;3Xt3RrJMFv5SZkCfUE8C1J;79
Lenny Tavárez;1pQWsZQehhS4wavwh7Fnxd;79
Lil Yachty;6icQOAFXDZKsumw3YXyusw;79
Lizzo;56oDRnqbIiwx4mymNEv7dS;79
Ludovico Einaudi;2uFUBdaVGtyMqckSeCl0Qj;79
Machine Gun Kelly;6TIYQ3jFPwQSRmorSezPxX;79
Macklemore;3JhNCzhSMTxs9WLGJJxWOY;79
Matheus & Kauan;2Z0lRIqr997lIUiPtrpKCr;79
Mitski;2uYWxilOVlUdk4oV9DvwqK;79
Ne-Yo;21E3waRsmPlU7jZsS13rcj;79
Niall Horan;1Hsdzj7Dlq2I7tHP7501T4;79
Ninho;6Te49r3A6f5BiIgBRxH7FH;79
Oliver Tree;6TLwD7HPWuiOzvXEa3oCNe;79
Panic! At The Disco;20JZFwl6HVl6yg8a4H3ZqK;79
PARTYNEXTDOOR;2HPaUgqeutzr3jx5a9WyDV;79
Reik;0vR2qb8m9WHeZ5ByCbimq2;79
SEVENTEEN;7nqOGRxlXj7N2JYbgNEjYH;79
Shiloh Dynasty;1wxPItEzr7U7rGSMPqZ25r;79
Skrillex;5he5w2lnU9x7JFhnwcekXX;79
Slipknot;05fG473iIaoy82BF1aGhL8;79
The Notorious B.I.G.;5me0Irg2ANcsgc93uaYrpb;79
The Rolling Stones;22bE4uQ6baNwSHPVcDxLCe;79
U2;51Blml2LZPmy7TTiAg47vQ;79
070 Shake;12Zk1DFhCbHY6v3xep2ZjI;78
6LACK;4IVAbR2w4JJNJDDRFP3E83;78
Alicia Keys;3DiDSECUqqY1AuBP8qtaIa;78
Aventura;1qto4hHid1P71emI6Fd8xi;78
Big Sean;0c173mlxpT3dSFRgMO8XPh;78
blackbear;2cFrymmkijnjDg9SS92EPM;78
blink-182;6FBDaR13swtiWwGhX1WQsP;78
Bring Me The Horizon;1Ffb6ejR6Fe5IamqA5oRUF;78
Bryant Myers;6w9ToX5slZ4uIdmD17hJ3c;78
Calum Scott;6ydoSd3N2mwgwBHtF6K7eX;78
Christina Aguilera;1l7ZsJRRS8wlW3WfJfPfNS;78
David Bowie;0oSGxfWSnnOXhD2fKuz2Gy;78
Depeche Mode;762310PdDnwsDxAQxzQkfX;78
DJ Khaled;0QHgL1lAIqAw0HtD7YldmP;78
DJ Luian;64aJYyrXljOodnUG6jvhRD;78
DJ Snake;540vIaP2JwjQb9dm3aArA4;78
DJ Snake;6LfRKKiOHyxMuei2Pn3kMl;78
El Alfa;2oQX8QiMXOyuqbcZEFsZfm;78
Elley Duhé;67MNhiAICFY6Pwc2YxCO0K;78
Glass Animals;4yvcSjfu4PC0CYQyLy4wSq;78
Gucci Mane;13y7CgLHjMVRMDqxdx0Xdo;78
Hugo & Guilherme;1LIuN7ov1IBQDdLsU83ojl;78
Israel & Rodolffo;41QLxRXlc2NwfJZkHGHKid;78
J.I.D;6U3ybJ9UHNKEdsH7ktGBZ7;78
Jhene Aiko;5ZS223C6JyBfXasXxrRqOk;78
Johann Sebastian Bach;5aIqB5nVVvmFsvSdExz408;78
Jubin Nautyal;1tqysapcCh1lWEAc9dIFpa;78
League of Legends;47mIJdHORyRerp4os813jD;78
Led Zeppelin;36QJpDe2go2KgaRleHCDTp;78
Logic;4xRYI6VqpkE3UwrDrAZL8L;78
Madonna;6tbjWDEIzxoDsBA1FuhfPW;78
Maiara & Maraisa;59jlthNnbmim5l9tmNA7se;78
Mambo Kingz;2T1aUibqR2QC2sINIDQOAK;78
Maná;7okwEbXzyT2VffBmyQBWLz;78
Mariah Carey;4iHNK0tOyZPYnBU7nGAgpQ;78
Migos;6oMuImdp5ZcFhWP0ESe6mG;78
My Chemical Romance;7FBcuc1gsnv6Y1nwFtNRCb;78
Offset;4DdkRBBYG6Yk9Ka8tdJ9BW;78
Paulo;7te8cKXKknBftoJ6lnJDbP;78
Paulo Londra;3vQ0GE3mI0dAaxIMYe5g7z;78
Plan B;2jSGzJw0ebJLu7OLVSOcBP;78
Plan B;0GSn8RJEGacB93oWvCPfuA;78
Russ;1z7b1Pr1rSlvWRzsW3HOrS;78
Santa Fe Klan;4tm8CEdm4pkQsEh4jIr9Yp;78
Swae Lee;1zNqQNIdeOUZHb8zbZRFMX;78
T-Pain;3aQeKQSyrW4qWr35idm0cy;78
The Killers;0C0XlULifJtAgn6ZNCW2eu;78
The Lumineers;16oZKvXb6WkQlVAjwo2Wbg;78
Timbaland;5Y5TRrQiqgUO4S36tzjIRZ;78
Tom Odell;2txHhyCwHjUEpJjWrEyqyX;78
Udit Narayan;70B80Lwx2sxti0M1Ng9e8K;78
WizKid;3tVQdUvClmAT7URs9V3rsp;78
Zion & Lennox;21451j1KhjAiaYKflxBjr1;78
Zion y lenox;2CDirGOK6LZ1RXMVAoNp37;78
Aerosmith;7Ey4PD4MYsKc5I2dolUwbH;77
Alec Benjamin;5IH6FPUwQTxPSXurCrcIov;77
Alejandro Fernandez;6sq1yF0OZEWA4xoXVKW1L9;77
Alejandro Sanz;5sUrlPAHlS9NEirDB8SEbF;77
Atif Aslam;2oSONSC9zQ4UonDKnLqksx;77
Bee Gees;1LZEQNv7sE11VDY3SdxQeN;77
Bibi und Tina;2x8vG4f0HYXzMEo3xNsoiI;77
Billy Joel;6zFYqv1mOsgBRQbae3JJ9e;77
Bonez MC;1aS5tqEs9ci5P9KD9tZWa6;77
Calibre 50;4jogXSSvlyMkODGSZ2wc2P;77
Dalex;0KPX4Ucy9dk82uj4GpKesn;77
Damso;2UwqpfQtNuhBwviIC0f2ie;77
Dean Lewis;3QSQFmccmX81fWCUSPTS7y;77
Enrique Iglesias;7qG3b048QCHVRO5Pv1T5lw;77
Felix Jaehn;4bL2B6hmLlMWnUEZnorEtG;77
Filipe Ret;7gJN8W0589FisSYJS17K54;77
Freddie Dredd;0dlDsD7y6ccmDm8tuWCU6F;77
Gera MXM;2hejA1Dkf8v8R0koF44FvW;77
Hans Zimmer;0YC192cP3KPCRWx8zr8MfZ;77
Jack Johnson;3GBPw9NK25X1Wt2OUvOwY3;77
Joan Sebastian;7FsRH5bw8iWpSbMX1G7xf1;77
John Legend;5y2Xq6xcjJb2jVM54GHK3t;77
Jonas Brothers;7gOdHgIoIKoe4i9Tta6qdD;77
Kesha;6LqNN22kT3074XbTVUrhzX;77
Key Glock;0RESbWvOMyua0yuyVrztJ5;77
Lauv;5JZ7CnR6gTvEMKX4g70Amv;77
Lorde;163tK9Wjr9P9DmM0AVK7lm;77
Los Angeles Azules;0ZCO8oVkMj897cKgFH7fRW;77
Lost Frequencies;7f5Zgnp2spUuuzKplmRkt7;77
Luan Santana;3qvcCP2J0fWi0m0uQDUf6r;77
Ludacris;3ipn9JLAPI5GUEo4y4jcoi;77
Luke Bryan;0BvkDsjIUla7X0k6CSWh1I;77
Marc Anthony;4wLXwxDeWQ8mtUIRPxGiD6;77
Martin Garrix;60d24wfXkVzDSfLS6hyCjZ;77
Mc Don Juan;7Lmrb6KcIzfkmgbtokjsAL;77
MF DOOM;2pAWfrd7WFF3XhVt9GooDL;77
Moneybagg Yo;3tJoFztHeIJkJWMrx0td2f;77
Nate Dogg;1Oa0bMld0A3u5OTYfMzp5h;77
Nelly Furtado;2jw70GZXlAI8QzWeY2bgRc;77
Nickelback;6deZN1bslXzeGvOLaLMOIF;77
Oasis;2DaxqgrOhkeH0fpeiQq2f4;77
R3HAB;6cEuCEZu7PAE9ZSzLLc2oQ;77
R3hab;27YoKuG4CeEYVLaXcC5GAw;77
RAF Camora;0Dvx6p8JDyzeOPGmaCIH1L;77
Rex Orange County;7pbDxGE6nQSZVfiFdq9lOL;77
Ricardo Arjona;0h1zs4CTlU9D2QtgPxptUD;77
Rick Ross;1sBkRIssrMs1AbVkOJbc7a;77
S. P. Balasubrahmanyam;2ae6PxICSOZHvjqiCcgon8;77
Sid Sriram;7qjJw7ZM2ekDSahLXPjIlN;77
Sleepy hallow;6EPlBSH2RSiettczlz7ihV;77
The Cure;7bu3H8JO7d0UbMoVzbo70s;77
The Offspring;5LfGQac0EIXyAN8aUwmNAQ;77
The Strokes;0epOFNiUfyON9EYx7Tpr6V;77
Tyler Childers;13ZEDW6vyBF12HYcZRr4EV;77
Vance Joy;10exVja0key0uqUkk6LJRT;77
Vicente Fernández;4PPoI9LuYeFX8V674Z1R6l;77
Vishal-Shekhar;6Mv8GjQa7LKUGCAqa9qqdb;77
Wesley Safadão;1AL2GKpmRrKXkYIcASuRFa;77
White Noise Baby Sleep;4W12lEvVl5wectUtRNrvDh;77
Whitney Houston;6XpaIBNiVzIetEPCWDvAFP;77
Yuvan Shankar Raja;6AiX12wXdXFoGJ2vk8zBjy;77
Zara Larsson;1Xylc3o4UrD53lo9CvFvVg;77
ZAYN;5ZsFI1h6hIdQRw2ti0hz81;77
Zé Neto & Cristiano;487N2T9nIPEHrlTZLL3SQs;77
2 Chainz;17lzZA2AlOHwCwFALHttmp;76
Aleman;4QFG9KrGWEbr6hNA58CAqE;76
Alesso;4AVFqumd2ogHFlRbKIjp1t;76
Alesso;6PHXs6g6s5VFf8owmqRvKZ;76
Amy Winehouse;6Q192DXotxtaysaqNPy5yR;76
Avril Lavigne;0p4nmQO2msCgU4IF37Wi3j;76
Backstreet Boys;5rSXSAkZ67PYJSvpUpkOr7;76
Badshah;0y59o4v8uw5crbN9M3JiL1;76
Becky Hill;4EPJlUEBy49EX1wuFOvtjK;76
BONES;5v2WhpA59TJSdPh7LCx1lN;76
Bruce Springsteen;3eqjTLE0HfPfh78zjh6TqT;76
Charli XCX;25uiPmTg16RbhZWAqwLBy5;76
Clairo;3l0CmX0FuQjFxr8SK7Vqag;76
Darell;1TtXnWcUs0FCkaZDPGYHdf;76
Dire Straits;0WwSkZ7LtFUFjGjMZBMt6T;76
Eagles;0ECwFtbIWEVNwjlrfc6xoL;76
Florence + The Machine;1moxjboGR7GNWYIMWsRjgG;76
Florida Georgia Line;3b8QkneNDz4JHKKKlLgYZg;76
Frank Sinatra;1Mxqyy3pSjf8kZZL4QVxS0;76
G-Eazy;02kJSzxNuaWGqwubyUba0Z;76
George Ezra;2ysnwxxNtSgbb9t1m2Ur4j;76
Ghost B.C.;1Qp56T7n950O3EGMsSl81D;76
Gue Pequeno;7F2utINZ6tSokSiZTQBE27;76
H.E.R.;3Y7RZ31TRPVadSFVy1o8os;76
H.E.R.;3PKt2VqnGga5Vo1bh4SpU3;76
Ice Cube;3Mcii5XWf6E0lrY3Uky4cA;76
IU;3HqSLMAZ3g3d5poNaI7GOU;76
Jennifer Lopez;2DlGxzQSjYe5N6G9nkYghR;76
Jonas Blue;1HBjj22wzbscIZ9sEb5dyf;76
Juanes;0UWZUmn7sybxMCqrw9tGa7;76
K.K.;4PzJg8i4bHh9DQIKt82XZR;76
Kehlani;0cGUm45nv7Z6M6qdXYQGTX;76
KK;4fEkbug6kZzzJ8eYX6Kbbp;76
Korn;3RNrq3jvMZxD9ZyoOZbQOD;76
Lata Mangeshkar;61JrslREXq98hurYL2hYoc;76
Little Mix;3e7awlrlDSwF3iM0WBjGMp;76
Los Tigres Del Norte;3hYtANQYrE6pd2PbtEyTIy;76
Maher Zain;6PUZZX4GCzeFS0GaDWxVwz;76
Meek Mill;20sxb77xiYeusSH8cVdatc;76
Muse;12Chz98pHFMPJEknJQMWvI;76
Noah Kahan;2RQXRUsr4IW1f3mKyKsy4B;76
Phil Collins;4lxfqrEsLX6N1N4OCSkILp;76
Piso 21;4bw2Am3p9ji3mYsXNXtQcd;76
Prince Royce;3MHaV05u0io8fQbZ2XPtlC;76
Rap Monster;2auC28zjQyVTsiZKNgPRGs;76
Sonu Nigam;1dVygo6tRFXC8CSWURQJq2;76
Steve Aoki;77AiFEVeAVj2ORpC85QVJs;76
Stevie Wonder;7guDJrEfX3qb6FEbdPA5qi;76
Swedish House Mafia;1h6Cn3P4NGzXbaXidqURXs;76
The Police;5NGO30tJxFlKixkPSgXcFE;76
The Smiths;3yY2gUcIsjMr8hjo51PoJ8;76
Three Days Grace;2xiIXseIJcq3nG7C8fHeBj;76
Tity Boi;2SJGTrKV14LEBqsVxcr9bQ;76
Tove Lo;4NHQUGzhtTLFvgF5SZesLK;76
Tulus;2iDVt6mFbtbDEZG5ax0dTi;76
Vishal Dadlani;6CXEwIaXYfVJ84biCxqc9k;76
Wisin;3E6xrwgnVfYCrCs0ePERDz;76
Wisin;1BBECubkBmxgL8LZwTH9IJ;76
Xamã;5YwzDz4RJfTiMHS4tdR5Lf;76
YG;0A0FS04o6zMoto8OKPsDwY;76
Yuridia;5B8ApeENp4bE4EE3LI8jK2;76
Zé Felipe;7cmuxPnXRJxwuYDHfbD8Eu;76
Zedd;2qxJFvFYMEDqd7ui6kSAcq;76
Alessia Cara;2wUjUUtkb5lvLKcGKsKqsR;75
Armaan Malik;4IKVDbCSBTxBeAsMKjAuTs;75
Armin van Buuren;0SfsnGyD8FpIN4U4WCkBZ5;75
Avenged Sevenfold;0nmQIMXWTXfhgOBdNzhGOs;75
Bastille;7EQ0qTo7fWT7DPxmxtSYEc;75
